Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	QCHeLa10ng_ColTT1_BackFlush_02 Spectral Count	QCHeLa10ng_ColTT1_BackFlush_03 Spectral Count	QCHeLa10ng_ColTT1_BackFlush_05 Spectral Count	QCHeLa200pg_ColTT1_BackFlush_02 Spectral Count	QCHeLa200pg_ColTT1_BackFlush_03 Spectral Count	QCHeLa200pg_ColTT1_BackFlush_04 Spectral Count	QCHeLa10ng_ColTT1_BackFlush_02 Unique Spectral Count	QCHeLa10ng_ColTT1_BackFlush_03 Unique Spectral Count	QCHeLa10ng_ColTT1_BackFlush_05 Unique Spectral Count	QCHeLa200pg_ColTT1_BackFlush_02 Unique Spectral Count	QCHeLa200pg_ColTT1_BackFlush_03 Unique Spectral Count	QCHeLa200pg_ColTT1_BackFlush_04 Unique Spectral Count	QCHeLa10ng_ColTT1_BackFlush_02 Total Spectral Count	QCHeLa10ng_ColTT1_BackFlush_03 Total Spectral Count	QCHeLa10ng_ColTT1_BackFlush_05 Total Spectral Count	QCHeLa200pg_ColTT1_BackFlush_02 Total Spectral Count	QCHeLa200pg_ColTT1_BackFlush_03 Total Spectral Count	QCHeLa200pg_ColTT1_BackFlush_04 Total Spectral Count	QCHeLa10ng_ColTT1_BackFlush_02 Intensity	QCHeLa10ng_ColTT1_BackFlush_03 Intensity	QCHeLa10ng_ColTT1_BackFlush_05 Intensity	QCHeLa200pg_ColTT1_BackFlush_02 Intensity	QCHeLa200pg_ColTT1_BackFlush_03 Intensity	QCHeLa200pg_ColTT1_BackFlush_04 Intensity	QCHeLa10ng_ColTT1_BackFlush_02 MaxLFQ Intensity	QCHeLa10ng_ColTT1_BackFlush_03 MaxLFQ Intensity	QCHeLa10ng_ColTT1_BackFlush_05 MaxLFQ Intensity	QCHeLa200pg_ColTT1_BackFlush_02 MaxLFQ Intensity	QCHeLa200pg_ColTT1_BackFlush_03 MaxLFQ Intensity	QCHeLa200pg_ColTT1_BackFlush_04 MaxLFQ Intensity	Indistinguishable Proteins
sp|O00429|DNM1L_HUMAN	O00429	DNM1L_HUMAN	DNM1L	736	Homo sapiens	1:Experimental evidence at protein level	Dynamin-1-like protein	1.0	0.999	22	54	54	54	17	21	13	1	1	1	17	21	13	1	1	1	17	21	13	1	1	1	2.62877936E8	2.93538848E8	2.81221696E8	2.0270062E7	1.5582601E7	2.3484772E7	2.9667948E7	3.0587708E7	3.1639544E7	0.0	0.0	0.0	
sp|O00442|RTCA_HUMAN	O00442	RTCA_HUMAN	RTCA	366	Homo sapiens	1:Experimental evidence at protein level	RNA 3'-terminal phosphate cyclase	1.0	0.9986	2	3	3	3	1	2	0	0	0	0	1	2	0	0	0	0	1	2	0	0	0	0	1.1122761E7	1.5296172E7	1.222666E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O00458|IFRD1_HUMAN	O00458	IFRD1_HUMAN	IFRD1	451	Homo sapiens	1:Experimental evidence at protein level	Interferon-related developmental regulator 1	0.9265	0.9964	1	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	4643684.5	4428969.0	5934425.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O00461|GOLI4_HUMAN	O00461	GOLI4_HUMAN	GOLIM4	696	Homo sapiens	1:Experimental evidence at protein level	Golgi integral membrane protein 4	0.9997	0.9957	3	3	3	3	1	2	0	0	0	0	1	2	0	0	0	0	1	2	0	0	0	0	6085039.5	6123711.0	4887838.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O00468|AGRIN_HUMAN	O00468	AGRIN_HUMAN	AGRN	2068	Homo sapiens	1:Experimental evidence at protein level	Agrin	0.9997	0.9954	2	2	2	2	0	2	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O00483|NDUA4_HUMAN	O00483	NDUA4_HUMAN	NDUFA4	81	Homo sapiens	1:Experimental evidence at protein level	Cytochrome c oxidase subunit NDUFA4	1.0	0.999	3	13	13	13	3	3	3	2	1	1	3	3	3	2	1	1	3	3	3	2	1	1	1.08545984E8	1.229428E8	1.15088912E8	1.04165816E8	6.3039052E7	4.793234E7	5.0183588E7	5.6681576E7	5.1944136E7	5.5404612E7	0.0	0.0	
sp|O00487|PSDE_HUMAN	O00487	PSDE_HUMAN	PSMD14	310	Homo sapiens	1:Experimental evidence at protein level	26S proteasome non-ATPase regulatory subunit 14	1.0	0.999	6	19	19	19	5	5	5	1	2	1	5	5	5	1	2	1	5	5	5	1	2	1	1.53897376E8	1.41800608E8	1.44357216E8	4.4684724E7	8.1178168E7	4.8957712E7	4.7832368E7	4.39646E7	4.4948316E7	0.0	5.0607512E7	0.0	
sp|O00499|BIN1_HUMAN	O00499	BIN1_HUMAN	BIN1	593	Homo sapiens	1:Experimental evidence at protein level	Myc box-dependent-interacting protein 1	1.0	0.999	3	4	4	4	2	2	0	0	0	0	2	2	0	0	0	0	2	2	0	0	0	0	1.3168502E7	1.14081E7	7071734.5	0.0	0.0	0.0	7157823.5	6178138.0	0.0	0.0	0.0	0.0	
sp|O00505|IMA4_HUMAN	O00505	IMA4_HUMAN	KPNA3	521	Homo sapiens	1:Experimental evidence at protein level	Importin subunit alpha-4	1.0	0.999	9	8	8	20	3	3	2	0	0	0	3	3	2	0	0	0	6	7	5	0	0	2	5.0793784E7	4.5752848E7	3.3463664E7	0.0	0.0	0.0	2.0021754E7	1.7956302E7	2.750484E7	0.0	0.0	0.0	
sp|O00534|VMA5A_HUMAN	O00534	VMA5A_HUMAN	VWA5A	786	Homo sapiens	1:Experimental evidence at protein level	von Willebrand factor A domain-containing protein 5A	1.0	0.9987	4	5	5	5	3	2	0	0	0	0	3	2	0	0	0	0	3	2	0	0	0	0	1.679356E7	1.184092E7	1.7623436E7	0.0	0.0	0.0	9305032.0	9242136.0	9591257.0	0.0	0.0	0.0	
sp|O00541|PESC_HUMAN	O00541	PESC_HUMAN	PES1	588	Homo sapiens	1:Experimental evidence at protein level	Pescadillo homolog	1.0	0.999	8	23	23	23	8	8	5	1	1	0	8	8	5	1	1	0	8	8	5	1	1	0	2.18003424E8	2.59980704E8	1.80956752E8	4.8371984E7	2.0475274E7	0.0	4.6131744E7	4.6304272E7	4.1962156E7	0.0	0.0	0.0	
sp|O00566|MPP10_HUMAN	O00566	MPP10_HUMAN	MPHOSPH10	681	Homo sapiens	1:Experimental evidence at protein level	U3 small nucleolar ribonucleoprotein protein MPP10	1.0	0.999	6	9	9	9	3	6	0	0	0	0	3	6	0	0	0	0	3	6	0	0	0	0	5.4378484E7	6.0758764E7	5.7608984E7	0.0	0.0	0.0	1.4764546E7	1.4037565E7	1.5061851E7	0.0	0.0	0.0	
sp|O00567|NOP56_HUMAN	O00567	NOP56_HUMAN	NOP56	594	Homo sapiens	1:Experimental evidence at protein level	Nucleolar protein 56	1.0	0.999	20	99	99	99	24	28	20	11	8	8	24	28	20	11	8	8	24	28	20	11	8	8	8.4867437E8	8.8112851E8	8.2013325E8	6.341159E8	5.10694656E8	4.69804064E8	1.01809112E8	1.005406E8	9.8628352E7	1.0326328E8	9.8034472E7	1.00714992E8	
sp|O00571|DDX3X_HUMAN	O00571	DDX3X_HUMAN	DDX3X	662	Homo sapiens	1:Experimental evidence at protein level	ATP-dependent RNA helicase DDX3X	1.0	0.999	33	171	47	171	39	42	35	20	17	18	11	10	13	5	4	4	39	42	35	20	17	18	1.80871782E9	1.76611878E9	1.74151987E9	1.26177293E9	1.11399962E9	1.11174707E9	1.41084592E8	1.39478544E8	1.37011312E8	1.2960076E8	1.30773904E8	1.25381408E8	
sp|O00592|PODXL_HUMAN	O00592	PODXL_HUMAN	PODXL	558	Homo sapiens	1:Experimental evidence at protein level	Podocalyxin	1.0	0.999	9	27	27	27	9	7	5	2	2	2	9	7	5	2	2	2	9	7	5	2	2	2	4.58738176E8	4.5241184E8	5.10132384E8	2.5806304E8	2.29983104E8	2.63001952E8	1.42297008E8	1.46356256E8	1.44297296E8	1.593404E8	1.47006832E8	1.43963152E8	
sp|O00625|PIR_HUMAN	O00625	PIR_HUMAN	PIR	290	Homo sapiens	1:Experimental evidence at protein level	Pirin	1.0	0.999	7	20	20	20	7	9	4	0	0	0	7	9	4	0	0	0	7	9	4	0	0	0	1.15245344E8	1.2233416E8	1.05881672E8	0.0	0.0	0.0	2.640897E7	2.7471946E7	2.7402132E7	0.0	0.0	0.0	
sp|O00629|IMA3_HUMAN	O00629	IMA3_HUMAN	KPNA4	521	Homo sapiens	1:Experimental evidence at protein level	Importin subunit alpha-3	1.0	0.999	11	28	16	28	9	9	6	0	2	2	6	5	3	0	2	0	9	9	6	0	2	2	2.27952816E8	2.7968896E8	2.43092624E8	0.0	6.8884448E7	5.8612668E7	7.0186624E7	9.8479936E7	8.807784E7	0.0	4.4567472E7	0.0	
sp|O00743|PPP6_HUMAN	O00743	PPP6_HUMAN	PPP6C	305	Homo sapiens	1:Experimental evidence at protein level	Serine/threonine-protein phosphatase 6 catalytic subunit	1.0	0.999	6	7	7	7	3	2	2	0	0	0	3	2	2	0	0	0	3	2	2	0	0	0	5.9394464E7	5.824918E7	6.80654E7	0.0	0.0	0.0	3.6229124E7	3.3257276E7	3.4268596E7	0.0	0.0	0.0	
sp|O00764|PDXK_HUMAN	O00764	PDXK_HUMAN	PDXK	312	Homo sapiens	1:Experimental evidence at protein level	Pyridoxal kinase	1.0	0.999	10	30	30	30	7	11	8	1	2	1	7	11	8	1	2	1	7	11	8	1	2	1	1.49126E8	1.99068384E8	1.93336192E8	4.3562924E7	8.5996544E7	4.7127912E7	5.3442692E7	6.0600192E7	5.3127052E7	0.0	5.3053648E7	0.0	
sp|O00767|ACOD_HUMAN	O00767	ACOD_HUMAN	SCD	359	Homo sapiens	1:Experimental evidence at protein level	Acyl-CoA desaturase	1.0	0.999	5	7	7	7	3	3	0	0	1	0	3	3	0	0	1	0	3	3	0	0	1	0	6.1323464E7	6.211736E7	2.530276E7	0.0	3.0416238E7	0.0	2.3980226E7	2.6069376E7	2.8642574E7	0.0	0.0	0.0	
sp|O14521|DHSD_HUMAN	O14521	DHSD_HUMAN	SDHD	159	Homo sapiens	1:Experimental evidence at protein level	Succinate dehydrogenase [ubiquinone] cytochrome b small subunit, mitochondrial	0.8989	0.9949	1	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	7693402.0	6007184.5	9332269.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O14530|TXND9_HUMAN	O14530	TXND9_HUMAN	TXNDC9	226	Homo sapiens	1:Experimental evidence at protein level	Thioredoxin domain-containing protein 9	0.9831	0.9975	2	3	3	3	1	2	0	0	0	0	1	2	0	0	0	0	1	2	0	0	0	0	7192039.0	1.1734343E7	7571781.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O14548|COX7R_HUMAN	O14548	COX7R_HUMAN	COX7A2L	114	Homo sapiens	1:Experimental evidence at protein level	Cytochrome c oxidase subunit 7A-related protein, mitochondrial	1.0	0.999	4	6	6	6	3	3	0	0	0	0	3	3	0	0	0	0	3	3	0	0	0	0	3.2827242E7	5.4075612E7	2.7220032E7	0.0	0.0	0.0	1.732954E7	2.114192E7	1.993408E7	0.0	0.0	0.0	
sp|O14561|ACPM_HUMAN	O14561	ACPM_HUMAN	NDUFAB1	156	Homo sapiens	1:Experimental evidence at protein level	Acyl carrier protein, mitochondrial	1.0	0.9989	2	6	6	6	2	2	2	0	0	0	2	2	2	0	0	0	2	2	2	0	0	0	6.4664652E7	9.1249264E7	5.4738736E7	0.0	0.0	0.0	5.1514284E7	5.7423628E7	3.9093356E7	0.0	0.0	0.0	
sp|O14562|UBFD1_HUMAN	O14562	UBFD1_HUMAN	UBFD1	309	Homo sapiens	1:Experimental evidence at protein level	Ubiquitin domain-containing protein UBFD1	0.9208	0.9899	2	2	2	2	1	1	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	2.0731864E7	2.4724692E7	2.7450346E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O14579|COPE_HUMAN	O14579	COPE_HUMAN	COPE	308	Homo sapiens	1:Experimental evidence at protein level	Coatomer subunit epsilon	1.0	0.999	8	18	18	18	7	7	4	0	0	0	7	7	4	0	0	0	7	7	4	0	0	0	1.18751976E8	1.1868084E8	1.31539688E8	0.0	0.0	0.0	2.5034196E7	2.6015758E7	2.7402362E7	0.0	0.0	0.0	
sp|O14617|AP3D1_HUMAN	O14617	AP3D1_HUMAN	AP3D1	1153	Homo sapiens	1:Experimental evidence at protein level	AP-3 complex subunit delta-1	1.0	0.999	12	21	21	21	7	11	3	0	0	0	7	11	3	0	0	0	7	11	3	0	0	0	5.8792E7	6.4119272E7	6.6548344E7	0.0	0.0	0.0	1.2275475E7	1.3244125E7	1.3782291E7	0.0	0.0	0.0	
sp|O14618|CCS_HUMAN	O14618	CCS_HUMAN	CCS	274	Homo sapiens	1:Experimental evidence at protein level	Copper chaperone for superoxide dismutase	0.9744	0.9988	1	2	2	2	1	1	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O14639|ABLM1_HUMAN	O14639	ABLM1_HUMAN	ABLIM1	778	Homo sapiens	1:Experimental evidence at protein level	Actin-binding LIM protein 1	0.9985	0.9984	2	2	2	2	1	1	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	8132433.0	8065935.5	6766570.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O14646|CHD1_HUMAN	O14646	CHD1_HUMAN	CHD1	1710	Homo sapiens	1:Experimental evidence at protein level	Chromodomain-helicase-DNA-binding protein 1	0.9914	0.9983	2	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1.6450474E7	1.5662316E7	2.0406894E7	0.0	0.0	0.0	9884418.0	9504004.0	1.2870047E7	0.0	0.0	0.0	sp|O14647|CHD2_HUMAN
sp|O14653|GOSR2_HUMAN	O14653	GOSR2_HUMAN	GOSR2	212	Homo sapiens	1:Experimental evidence at protein level	Golgi SNAP receptor complex member 2	0.8004	0.9887	1	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	6087642.5	5450305.0	5551173.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O14656|TOR1A_HUMAN	O14656	TOR1A_HUMAN	TOR1A	332	Homo sapiens	1:Experimental evidence at protein level	Torsin-1A	1.0	0.9989	2	2	2	2	1	1	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	1.1701147E7	1.080602E7	1.1410292E7	0.0	0.0	0.0	7325137.5	7226510.5	7253432.0	0.0	0.0	0.0	
sp|O14657|TOR1B_HUMAN	O14657	TOR1B_HUMAN	TOR1B	336	Homo sapiens	1:Experimental evidence at protein level	Torsin-1B	0.9771	0.9989	1	2	2	2	0	1	1	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0.0	8272298.0	9159905.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O14662|STX16_HUMAN	O14662	STX16_HUMAN	STX16	325	Homo sapiens	1:Experimental evidence at protein level	Syntaxin-16	0.6803	0.979	1	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	6041371.0	7655171.0	7302518.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O14684|PTGES_HUMAN	O14684	PTGES_HUMAN	PTGES	152	Homo sapiens	1:Experimental evidence at protein level	Prostaglandin E synthase	1.0	0.9986	3	7	7	7	2	4	1	0	0	0	2	4	1	0	0	0	2	4	1	0	0	0	1.86561152E8	1.69393888E8	1.3835074E7	0.0	0.0	0.0	1.60229904E8	1.450756E8	0.0	0.0	0.0	0.0	
sp|O14732|IMPA2_HUMAN	O14732	IMPA2_HUMAN	IMPA2	288	Homo sapiens	1:Experimental evidence at protein level	Inositol monophosphatase 2	1.0	0.999	4	12	12	12	3	5	4	0	0	0	3	5	4	0	0	0	3	5	4	0	0	0	6.9829328E7	6.0036296E7	7.3312392E7	0.0	0.0	0.0	2.7566438E7	2.353885E7	2.6786244E7	0.0	0.0	0.0	
sp|O14734|ACOT8_HUMAN	O14734	ACOT8_HUMAN	ACOT8	319	Homo sapiens	1:Experimental evidence at protein level	Acyl-coenzyme A thioesterase 8	1.0	0.9985	2	5	5	5	1	3	1	0	0	0	1	3	1	0	0	0	1	3	1	0	0	0	7974789.0	1.0312921E7	9791488.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O14735|CDIPT_HUMAN	O14735	CDIPT_HUMAN	CDIPT	213	Homo sapiens	1:Experimental evidence at protein level	CDP-diacylglycerol--inositol 3-phosphatidyltransferase	0.9665	0.9984	1	1	1	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	7941406.5	7676593.5	1.1960836E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O14737|PDCD5_HUMAN	O14737	PDCD5_HUMAN	PDCD5	125	Homo sapiens	1:Experimental evidence at protein level	Programmed cell death protein 5	1.0	0.999	8	33	33	33	6	10	9	3	2	3	6	10	9	3	2	3	6	10	9	3	2	3	2.3219072E8	2.25262384E8	1.94635152E8	7.8549504E7	8.3635248E7	7.4079384E7	5.275562E7	5.48879E7	4.9647708E7	4.5897756E7	4.3986284E7	4.3240656E7	
sp|O14744|ANM5_HUMAN	O14744	ANM5_HUMAN	PRMT5	637	Homo sapiens	1:Experimental evidence at protein level	Protein arginine N-methyltransferase 5	1.0	0.999	18	44	44	44	15	16	10	1	1	1	15	16	10	1	1	1	15	16	10	1	1	1	3.81971744E8	3.26880768E8	3.8908976E8	2.9434374E7	5.1437852E7	5.9821192E7	5.9352868E7	5.9114764E7	6.2288548E7	0.0	0.0	0.0	
sp|O14745|NHRF1_HUMAN	O14745	NHRF1_HUMAN	SLC9A3R1	358	Homo sapiens	1:Experimental evidence at protein level	Na(+)/H(+) exchange regulatory cofactor NHE-RF1	1.0	0.999	8	20	20	20	5	7	4	2	2	0	5	7	4	2	2	0	5	7	4	2	2	0	2.26502736E8	2.15499408E8	2.1349736E8	9.1357632E7	6.2612628E7	0.0	5.2397676E7	4.7936136E7	4.8434116E7	5.599594E7	5.192134E7	0.0	
sp|O14773|TPP1_HUMAN	O14773	TPP1_HUMAN	TPP1	563	Homo sapiens	1:Experimental evidence at protein level	Tripeptidyl-peptidase 1	1.0	0.999	5	16	16	16	3	5	3	1	3	1	3	5	3	1	3	1	3	5	3	1	3	1	1.65614336E8	1.65553856E8	1.3677544E8	3.2899796E7	1.76027136E8	2.9839902E7	7.1965232E7	7.0844024E7	6.8262184E7	0.0	5.3035788E7	0.0	
sp|O14776|TCRG1_HUMAN	O14776	TCRG1_HUMAN	TCERG1	1098	Homo sapiens	1:Experimental evidence at protein level	Transcription elongation regulator 1	1.0	0.999	12	27	27	27	11	10	6	0	0	0	11	10	6	0	0	0	11	10	6	0	0	0	1.39835856E8	4.77804704E8	1.5895392E8	0.0	0.0	0.0	7.4275824E7	6.8261872E7	7.1158192E7	0.0	0.0	0.0	
sp|O14787|TNPO2_HUMAN	O14787	TNPO2_HUMAN	TNPO2	897	Homo sapiens	1:Experimental evidence at protein level	Transportin-2	0.9994	0.9955	6	4	4	26	2	1	1	0	0	0	2	1	1	0	0	0	7	5	5	3	2	4	3.8948444E7	3.2173668E7	5.22215E7	0.0	0.0	0.0	4.0477428E7	2.7680114E7	5.0189392E7	0.0	0.0	0.0	
sp|O14818|PSA7_HUMAN	O14818	PSA7_HUMAN	PSMA7	248	Homo sapiens	1:Experimental evidence at protein level	Proteasome subunit alpha type-7	1.0	0.999	10	63	43	63	14	15	14	6	8	6	9	9	9	5	6	5	14	15	14	6	8	6	1.03362266E9	1.0523159E9	1.0611577E9	6.4597978E8	7.7473453E8	7.8261274E8	2.06652064E8	2.00886E8	2.1397976E8	2.22223392E8	2.24637648E8	2.36446128E8	
sp|O14828|SCAM3_HUMAN	O14828	SCAM3_HUMAN	SCAMP3	347	Homo sapiens	1:Experimental evidence at protein level	Secretory carrier-associated membrane protein 3	1.0	0.999	8	28	28	28	9	10	6	1	1	1	9	10	6	1	1	1	9	10	6	1	1	1	1.71609344E8	1.68140656E8	1.46918384E8	3.3256046E7	2.8864486E7	4.0832652E7	4.9739096E7	5.1444052E7	4.4959284E7	0.0	0.0	0.0	
sp|O14880|MGST3_HUMAN	O14880	MGST3_HUMAN	MGST3	152	Homo sapiens	1:Experimental evidence at protein level	Microsomal glutathione S-transferase 3	1.0	0.999	2	6	6	6	2	4	0	0	0	0	2	4	0	0	0	0	2	4	0	0	0	0	5.2492384E7	5.9911664E7	6.0748696E7	0.0	0.0	0.0	2.3106504E7	2.6490448E7	2.9586956E7	0.0	0.0	0.0	
sp|O14908|GIPC1_HUMAN	O14908	GIPC1_HUMAN	GIPC1	333	Homo sapiens	1:Experimental evidence at protein level	PDZ domain-containing protein GIPC1	1.0	0.999	3	7	4	7	3	3	1	0	0	0	2	2	0	0	0	0	3	3	1	0	0	0	2.783266E7	3.2369006E7	3.160242E7	0.0	0.0	0.0	1.1956811E7	1.3849673E7	1.2574722E7	0.0	0.0	0.0	
sp|O14925|TIM23_HUMAN	O14925	TIM23_HUMAN	TIMM23	209	Homo sapiens	1:Experimental evidence at protein level	Mitochondrial import inner membrane translocase subunit Tim23	1.0	0.999	2	5	0	5	3	1	1	0	0	0	0	0	0	0	0	0	3	1	1	0	0	0	2.2931674E7	2.487736E7	3.3032754E7	0.0	0.0	0.0	1.2598731E7	1.3980681E7	1.2614618E7	0.0	0.0	0.0	sp|Q5SRD1|TI23B_HUMAN
sp|O14929|HAT1_HUMAN	O14929	HAT1_HUMAN	HAT1	419	Homo sapiens	1:Experimental evidence at protein level	Histone acetyltransferase type B catalytic subunit	1.0	0.999	7	17	17	17	7	6	4	0	0	0	7	6	4	0	0	0	7	6	4	0	0	0	9.9279408E7	1.10998416E8	9.5590568E7	0.0	0.0	0.0	2.5415076E7	2.8982682E7	2.5367804E7	0.0	0.0	0.0	
sp|O14936|CSKP_HUMAN	O14936	CSKP_HUMAN	CASK	926	Homo sapiens	1:Experimental evidence at protein level	Peripheral plasma membrane protein CASK	0.9668	0.9984	1	2	2	2	1	1	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	7035013.0	6748747.5	7343364.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O14949|QCR8_HUMAN	O14949	QCR8_HUMAN	UQCRQ	82	Homo sapiens	1:Experimental evidence at protein level	Cytochrome b-c1 complex subunit 8	1.0	0.9988	3	9	9	9	3	3	2	0	0	1	3	3	2	0	0	1	3	3	2	0	0	1	6.516454E7	5.5427028E7	6.5556332E7	0.0	4.4899436E7	4.4521E7	3.3285238E7	3.0972104E7	3.3795376E7	0.0	0.0	0.0	
sp|O14950|ML12B_HUMAN	O14950	ML12B_HUMAN	MYL12B	172	Homo sapiens	1:Experimental evidence at protein level	Myosin regulatory light chain 12B	1.0	0.999	7	29	0	29	10	8	7	3	1	0	0	0	0	0	0	0	10	8	7	3	1	0	3.22599936E8	3.50817216E8	3.27550848E8	1.42767776E8	3.9025748E7	0.0	8.7305592E7	9.3378336E7	8.3533736E7	6.7889912E7	0.0	0.0	sp|P19105|ML12A_HUMAN
sp|O14964|HGS_HUMAN	O14964	HGS_HUMAN	HGS	777	Homo sapiens	1:Experimental evidence at protein level	Hepatocyte growth factor-regulated tyrosine kinase substrate	1.0	0.999	5	8	8	8	3	4	1	0	0	0	3	4	1	0	0	0	3	4	1	0	0	0	4.0486536E7	4.14426E7	4.1134024E7	0.0	0.0	0.0	1.2266349E7	1.1184146E7	1.2906366E7	0.0	0.0	0.0	
sp|O14974|MYPT1_HUMAN	O14974	MYPT1_HUMAN	PPP1R12A	1030	Homo sapiens	1:Experimental evidence at protein level	Protein phosphatase 1 regulatory subunit 12A	1.0	0.999	10	13	13	13	3	9	1	0	0	0	3	9	1	0	0	0	3	9	1	0	0	0	4.9959668E7	5.184214E7	4.9425572E7	0.0	0.0	0.0	1.4682709E7	1.3286118E7	1.4262113E7	0.0	0.0	0.0	
sp|O14975|S27A2_HUMAN	O14975	S27A2_HUMAN	SLC27A2	620	Homo sapiens	1:Experimental evidence at protein level	Very long-chain acyl-CoA synthetase	1.0	0.999	18	57	51	57	14	16	14	3	5	5	13	15	13	2	4	4	14	16	14	3	5	5	4.27444992E8	4.45270912E8	4.15314048E8	1.92566208E8	2.1101208E8	1.92458896E8	5.2959112E7	5.264512E7	5.43937E7	6.1422592E7	5.8930244E7	6.244334E7	
sp|O14979|HNRDL_HUMAN	O14979	HNRDL_HUMAN	HNRNPDL	420	Homo sapiens	1:Experimental evidence at protein level	Heterogeneous nuclear ribonucleoprotein D-like	1.0	0.999	10	35	35	52	7	12	7	3	3	3	7	12	7	3	3	3	10	14	10	6	6	6	4.8252656E8	5.32765024E8	4.71657344E8	3.1702912E8	3.0801376E8	3.3420768E8	2.561792E8	2.82924448E8	2.61196608E8	2.05326816E8	2.04390432E8	1.91238544E8	
sp|O14980|XPO1_HUMAN	O14980	XPO1_HUMAN	XPO1	1071	Homo sapiens	1:Experimental evidence at protein level	Exportin-1	1.0	0.999	31	140	140	140	38	45	32	10	7	8	38	45	32	10	7	8	38	45	32	10	7	8	1.15809818E9	1.14712013E9	1.17578829E9	4.51522912E8	4.05972544E8	3.78708608E8	8.6042624E7	8.3583472E7	8.4005904E7	8.1476704E7	7.7839208E7	8.5213488E7	
sp|O15027|SC16A_HUMAN	O15027	SC16A_HUMAN	SEC16A	2357	Homo sapiens	1:Experimental evidence at protein level	Protein transport protein Sec16A	1.0	0.999	15	26	26	26	10	10	5	1	0	0	10	10	5	1	0	0	10	10	5	1	0	0	1.58094736E8	1.39162592E8	1.3540472E8	1.2772346E7	0.0	0.0	4.2688916E7	4.2052568E7	3.8321128E7	0.0	0.0	0.0	
sp|O15031|PLXB2_HUMAN	O15031	PLXB2_HUMAN	PLXNB2	1838	Homo sapiens	1:Experimental evidence at protein level	Plexin-B2	1.0	0.9989	3	3	2	3	1	2	0	0	0	0	1	1	0	0	0	0	1	2	0	0	0	0	1.0749445E7	2.2601914E7	2.3004534E7	0.0	0.0	0.0	1.0345982E7	1.0759799E7	1.0620391E7	0.0	0.0	0.0	
sp|O15042|SR140_HUMAN	O15042	SR140_HUMAN	U2SURP	1029	Homo sapiens	1:Experimental evidence at protein level	U2 snRNP-associated SURP motif-containing protein	1.0	0.999	11	21	21	21	8	8	4	0	1	0	8	8	4	0	1	0	8	8	4	0	1	0	9.5945528E7	2.18358384E8	1.21515032E8	0.0	1.75971264E8	0.0	3.8708876E7	3.8302248E7	4.0047928E7	0.0	0.0	0.0	
sp|O15067|PUR4_HUMAN	O15067	PUR4_HUMAN	PFAS	1338	Homo sapiens	1:Experimental evidence at protein level	Phosphoribosylformylglycinamidine synthase	1.0	0.999	27	66	66	66	25	23	14	1	2	1	25	23	14	1	2	1	25	23	14	1	2	1	5.6098458E8	5.4921408E8	5.5992582E8	3.0061128E7	1.06711744E8	3.0432646E7	5.8343444E7	5.5179172E7	5.2363476E7	0.0	8.1725416E7	0.0	
