Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	10ngQCHeLa_50umC12_0min_1x_01 Spectral Count	10ngQCHeLa_50umC12_0min_1x_02 Spectral Count	10ngQCHeLa_50umC12_0min_1x_03 Spectral Count	200pgQCHeLa_50umC12_0min_1x_03_20230223123922 Spectral Count	200pgQCHeLa_50umC12_0min_1x_04 Spectral Count	200pgQCHeLa_50umC12_0min_1x_05 Spectral Count	200pgQCHeLa_50umC12_0min_1x_06 Spectral Count	20ngQCHeLa_50umC12_0min_1x_01 Spectral Count	20ngQCHeLa_50umC12_0min_1x_02 Spectral Count	20ngQCHeLa_50umC12_0min_1x_03 Spectral Count	2ngQCHeLa_50umC12_0min_1x_01 Spectral Count	2ngQCHeLa_50umC12_0min_1x_02 Spectral Count	2ngQCHeLa_50umC12_0min_1x_03 Spectral Count	2ngQCHeLa_75umC8_0min_1x_01 Spectral Count	2ngQCHeLa_75umC8_0min_1x_02 Spectral Count	Blank_50umC12_0min_1x_01 Spectral Count	Blank_50umC12_0min_1x_02 Spectral Count	Blank_50umC12_0min_1x_03 Spectral Count	10ngQCHeLa_50umC12_0min_1x_01 Unique Spectral Count	10ngQCHeLa_50umC12_0min_1x_02 Unique Spectral Count	10ngQCHeLa_50umC12_0min_1x_03 Unique Spectral Count	200pgQCHeLa_50umC12_0min_1x_03_20230223123922 Unique Spectral Count	200pgQCHeLa_50umC12_0min_1x_04 Unique Spectral Count	200pgQCHeLa_50umC12_0min_1x_05 Unique Spectral Count	200pgQCHeLa_50umC12_0min_1x_06 Unique Spectral Count	20ngQCHeLa_50umC12_0min_1x_01 Unique Spectral Count	20ngQCHeLa_50umC12_0min_1x_02 Unique Spectral Count	20ngQCHeLa_50umC12_0min_1x_03 Unique Spectral Count	2ngQCHeLa_50umC12_0min_1x_01 Unique Spectral Count	2ngQCHeLa_50umC12_0min_1x_02 Unique Spectral Count	2ngQCHeLa_50umC12_0min_1x_03 Unique Spectral Count	2ngQCHeLa_75umC8_0min_1x_01 Unique Spectral Count	2ngQCHeLa_75umC8_0min_1x_02 Unique Spectral Count	Blank_50umC12_0min_1x_01 Unique Spectral Count	Blank_50umC12_0min_1x_02 Unique Spectral Count	Blank_50umC12_0min_1x_03 Unique Spectral Count	10ngQCHeLa_50umC12_0min_1x_01 Total Spectral Count	10ngQCHeLa_50umC12_0min_1x_02 Total Spectral Count	10ngQCHeLa_50umC12_0min_1x_03 Total Spectral Count	200pgQCHeLa_50umC12_0min_1x_03_20230223123922 Total Spectral Count	200pgQCHeLa_50umC12_0min_1x_04 Total Spectral Count	200pgQCHeLa_50umC12_0min_1x_05 Total Spectral Count	200pgQCHeLa_50umC12_0min_1x_06 Total Spectral Count	20ngQCHeLa_50umC12_0min_1x_01 Total Spectral Count	20ngQCHeLa_50umC12_0min_1x_02 Total Spectral Count	20ngQCHeLa_50umC12_0min_1x_03 Total Spectral Count	2ngQCHeLa_50umC12_0min_1x_01 Total Spectral Count	2ngQCHeLa_50umC12_0min_1x_02 Total Spectral Count	2ngQCHeLa_50umC12_0min_1x_03 Total Spectral Count	2ngQCHeLa_75umC8_0min_1x_01 Total Spectral Count	2ngQCHeLa_75umC8_0min_1x_02 Total Spectral Count	Blank_50umC12_0min_1x_01 Total Spectral Count	Blank_50umC12_0min_1x_02 Total Spectral Count	Blank_50umC12_0min_1x_03 Total Spectral Count	10ngQCHeLa_50umC12_0min_1x_01 Intensity	10ngQCHeLa_50umC12_0min_1x_02 Intensity	10ngQCHeLa_50umC12_0min_1x_03 Intensity	200pgQCHeLa_50umC12_0min_1x_03_20230223123922 Intensity	200pgQCHeLa_50umC12_0min_1x_04 Intensity	200pgQCHeLa_50umC12_0min_1x_05 Intensity	200pgQCHeLa_50umC12_0min_1x_06 Intensity	20ngQCHeLa_50umC12_0min_1x_01 Intensity	20ngQCHeLa_50umC12_0min_1x_02 Intensity	20ngQCHeLa_50umC12_0min_1x_03 Intensity	2ngQCHeLa_50umC12_0min_1x_01 Intensity	2ngQCHeLa_50umC12_0min_1x_02 Intensity	2ngQCHeLa_50umC12_0min_1x_03 Intensity	2ngQCHeLa_75umC8_0min_1x_01 Intensity	2ngQCHeLa_75umC8_0min_1x_02 Intensity	Blank_50umC12_0min_1x_01 Intensity	Blank_50umC12_0min_1x_02 Intensity	Blank_50umC12_0min_1x_03 Intensity	10ngQCHeLa_50umC12_0min_1x_01 MaxLFQ Intensity	10ngQCHeLa_50umC12_0min_1x_02 MaxLFQ Intensity	10ngQCHeLa_50umC12_0min_1x_03 MaxLFQ Intensity	200pgQCHeLa_50umC12_0min_1x_03_20230223123922 MaxLFQ Intensity	200pgQCHeLa_50umC12_0min_1x_04 MaxLFQ Intensity	200pgQCHeLa_50umC12_0min_1x_05 MaxLFQ Intensity	200pgQCHeLa_50umC12_0min_1x_06 MaxLFQ Intensity	20ngQCHeLa_50umC12_0min_1x_01 MaxLFQ Intensity	20ngQCHeLa_50umC12_0min_1x_02 MaxLFQ Intensity	20ngQCHeLa_50umC12_0min_1x_03 MaxLFQ Intensity	2ngQCHeLa_50umC12_0min_1x_01 MaxLFQ Intensity	2ngQCHeLa_50umC12_0min_1x_02 MaxLFQ Intensity	2ngQCHeLa_50umC12_0min_1x_03 MaxLFQ Intensity	2ngQCHeLa_75umC8_0min_1x_01 MaxLFQ Intensity	2ngQCHeLa_75umC8_0min_1x_02 MaxLFQ Intensity	Blank_50umC12_0min_1x_01 MaxLFQ Intensity	Blank_50umC12_0min_1x_02 MaxLFQ Intensity	Blank_50umC12_0min_1x_03 MaxLFQ Intensity	Indistinguishable Proteins
sp|P30520|PURA2_HUMAN	P30520	PURA2_HUMAN	ADSS2	456	Homo sapiens	1:Experimental evidence at protein level	Adenylosuccinate synthetase isozyme 2	1.0	0.999	8	58	58	58	9	4	6	0	0	0	0	7	7	7	5	4	4	2	3	0	0	0	9	4	6	0	0	0	0	7	7	7	5	4	4	2	3	0	0	0	9	4	6	0	0	0	0	7	7	7	5	4	4	2	3	0	0	0	8.0002808E7	6.1513664E7	7.6080896E7	0.0	0.0	0.0	0.0	8.9286888E7	8.3117984E7	9.2414728E7	5.8491604E7	5.1282956E7	5.655876E7	6.370198E7	5.9196168E7	5.1264672E7	0.0	0.0	1.8249462E7	1.6943818E7	1.780979E7	0.0	0.0	0.0	0.0	1.9700928E7	2.0900086E7	2.0975466E7	1.6743486E7	1.4803819E7	1.5447299E7	1.712492E7	2.001692E7	3.5312156E7	0.0	0.0	
sp|P30533|AMRP_HUMAN	P30533	AMRP_HUMAN	LRPAP1	357	Homo sapiens	1:Experimental evidence at protein level	Alpha-2-macroglobulin receptor-associated protein	1.0	0.999	4	14	14	14	3	1	1	0	0	0	0	2	3	3	0	1	0	0	0	0	0	0	3	1	1	0	0	0	0	2	3	3	0	1	0	0	0	0	0	0	3	1	1	0	0	0	0	2	3	3	0	1	0	0	0	0	0	0	9812938.0	7498661.0	7969162.0	0.0	0.0	0.0	0.0	6293742.5	1.0525454E7	1.0369709E7	6844528.0	6097643.0	6451910.5	4102127.0	4520585.0	0.0	0.0	0.0	4375000.0	4428561.0	4439173.5	0.0	0.0	0.0	0.0	4272197.0	4689345.5	4757007.0	3979689.2	3606920.8	3781074.2	0.0	0.0	0.0	0.0	0.0	
sp|P30536|TSPO_HUMAN	P30536	TSPO_HUMAN	TSPO	169	Homo sapiens	1:Experimental evidence at protein level	Translocator protein	0.7945	0.9909	1	3	3	3	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	3394027.5	3457387.5	5101752.5	0.0	0.0	0.0	0.0	3003453.5	2774364.2	2576802.0	3440504.8	7435780.5	4312884.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P30566|PUR8_HUMAN	P30566	PUR8_HUMAN	ADSL	484	Homo sapiens	1:Experimental evidence at protein level	Adenylosuccinate lyase	1.0	0.999	8	38	38	38	5	2	3	0	0	0	0	7	4	8	3	2	3	1	0	0	0	0	5	2	3	0	0	0	0	7	4	8	3	2	3	1	0	0	0	0	5	2	3	0	0	0	0	7	4	8	3	2	3	1	0	0	0	0	5.240838E7	3.5870064E7	4.9732952E7	0.0	0.0	0.0	0.0	4.5827664E7	4.4015344E7	4.5740272E7	3.8376776E7	3.6068944E7	3.4723232E7	2.7900916E7	1.5485558E7	0.0	0.0	0.0	1.0015442E7	9156519.0	9919063.0	0.0	0.0	0.0	0.0	9675542.0	1.1192346E7	9110767.0	1.0647348E7	1.029663E7	8172187.0	9120718.0	8643637.0	0.0	0.0	0.0	
sp|P30622|CLIP1_HUMAN	P30622	CLIP1_HUMAN	CLIP1	1438	Homo sapiens	1:Experimental evidence at protein level	CAP-Gly domain-containing linker protein 1	1.0	0.999	12	29	26	29	5	1	1	0	0	0	0	7	9	6	0	0	0	0	0	0	0	0	5	1	1	0	0	0	0	6	8	5	0	0	0	0	0	0	0	0	5	1	1	0	0	0	0	7	9	6	0	0	0	0	0	0	0	0	7.3204752E7	2.4733054E7	1.7416856E7	0.0	0.0	0.0	0.0	7.644216E7	2.2414604E7	6.032164E7	1.9403212E7	1.4828101E7	1.7310746E7	2.0225626E7	2.0159546E7	0.0	0.0	0.0	9198044.0	8443732.0	6970448.5	0.0	0.0	0.0	0.0	7546725.0	7761753.5	7763851.5	7515861.5	6526533.0	8849756.0	1.0553387E7	9865320.0	0.0	0.0	0.0	
sp|P30626|SORCN_HUMAN	P30626	SORCN_HUMAN	SRI	198	Homo sapiens	1:Experimental evidence at protein level	Sorcin	1.0	0.999	9	55	55	55	8	8	4	0	0	0	0	8	8	7	2	4	4	0	2	0	0	0	8	8	4	0	0	0	0	8	8	7	2	4	4	0	2	0	0	0	8	8	4	0	0	0	0	8	8	7	2	4	4	0	2	0	0	0	6.1355456E7	7.4040056E7	6.4721044E7	0.0	0.0	0.0	0.0	6.8428224E7	6.7960968E7	6.7105744E7	4.9407424E7	4.8376772E7	4.5151268E7	4.1809096E7	1.7145458E7	1.4238398E7	0.0	0.0	1.2003748E7	1.3909595E7	1.3609054E7	0.0	0.0	0.0	0.0	1.1949005E7	1.1881633E7	1.2026393E7	1.4589725E7	1.3364811E7	1.3496153E7	1.2956532E7	1.5654956E7	7648064.5	0.0	0.0	
sp|P30740|ILEU_HUMAN	P30740	ILEU_HUMAN	SERPINB1	379	Homo sapiens	1:Experimental evidence at protein level	Leukocyte elastase inhibitor	1.0	0.999	16	131	130	131	13	13	15	0	0	2	0	15	13	18	10	9	10	6	7	0	0	0	13	13	15	0	0	2	0	14	13	18	10	9	10	6	7	0	0	0	13	13	15	0	0	2	0	15	13	18	10	9	10	6	7	0	0	0	2.23965536E8	2.35940704E8	2.41941216E8	0.0	0.0	8.7754176E7	1.4861664E8	2.4910984E8	3.07804992E8	2.45194176E8	2.03544032E8	2.11332864E8	2.27070096E8	2.11384144E8	2.33052752E8	1.52265136E8	0.0	0.0	3.58493E7	3.8311316E7	3.854504E7	0.0	0.0	3.68584E7	3.270874E7	3.8030804E7	3.97201E7	3.8391516E7	3.7027972E7	3.7055204E7	3.6566944E7	3.8002348E7	4.0016496E7	4.133236E7	0.0	0.0	
sp|P30825|SL7A1_HUMAN	P30825	SL7A1_HUMAN	SLC7A1	629	Homo sapiens	1:Experimental evidence at protein level	High affinity cationic amino acid transporter 1	0.9987	0.9976	3	9	9	13	1	1	1	0	0	0	0	1	2	1	1	1	0	0	0	0	0	0	1	1	1	0	0	0	0	1	2	1	1	1	0	0	0	0	0	0	1	1	2	0	0	0	0	2	3	2	1	1	0	0	0	0	0	0	9755046.0	1.161748E7	1.6139886E7	0.0	0.0	0.0	0.0	1.71395E7	1.3797782E7	1.6682144E7	7026425.0	1.1831672E7	6228765.5	5384096.5	1.2213618E7	0.0	0.0	0.0	5784066.5	6498301.0	9582765.0	0.0	0.0	0.0	0.0	1.0083946E7	7359493.0	9768208.0	0.0	6910385.0	0.0	0.0	7250526.5	0.0	0.0	0.0	
sp|P30837|AL1B1_HUMAN	P30837	AL1B1_HUMAN	ALDH1B1	517	Homo sapiens	1:Experimental evidence at protein level	Aldehyde dehydrogenase X, mitochondrial	1.0	0.999	13	55	53	55	6	4	5	0	0	0	0	10	10	9	4	0	5	1	1	0	0	0	6	4	5	0	0	0	0	9	10	8	4	0	5	1	1	0	0	0	6	4	5	0	0	0	0	10	10	9	4	0	5	1	1	0	0	0	6.3316776E7	6.6809428E7	6.893328E7	0.0	0.0	0.0	0.0	7.5015408E7	7.2495176E7	8.666232E7	5.4831524E7	5.5684188E7	5.0117868E7	5.6171196E7	4.4012048E7	0.0	0.0	0.0	1.3438617E7	1.4179741E7	1.4110914E7	0.0	0.0	0.0	0.0	1.4859795E7	1.4966405E7	1.5074522E7	1.2856446E7	1.3207522E7	1.2630617E7	1.5109057E7	1.4970786E7	0.0	0.0	0.0	
sp|P30876|RPB2_HUMAN	P30876	RPB2_HUMAN	POLR2B	1174	Homo sapiens	1:Experimental evidence at protein level	DNA-directed RNA polymerase II subunit RPB2	1.0	0.999	7	19	19	19	5	1	0	0	0	0	0	3	3	6	0	0	1	0	0	0	0	0	5	1	0	0	0	0	0	3	3	6	0	0	1	0	0	0	0	0	5	1	0	0	0	0	0	3	3	6	0	0	1	0	0	0	0	0	4.3695092E7	2.594794E7	2.743465E7	0.0	0.0	0.0	0.0	2.3958846E7	2.6791186E7	3.5230436E7	3.4700988E7	2.491767E7	3.367908E7	2.1235576E7	1.1519372E7	0.0	0.0	0.0	1.0136405E7	9411530.0	1.2161409E7	0.0	0.0	0.0	0.0	1.075404E7	1.1838352E7	1.2967453E7	9381426.0	8019260.5	1.1234894E7	9568773.0	9324209.0	0.0	0.0	0.0	
sp|P31040|SDHA_HUMAN	P31040	SDHA_HUMAN	SDHA	664	Homo sapiens	1:Experimental evidence at protein level	Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial	1.0	0.999	23	174	174	174	17	14	15	1	1	2	0	20	23	21	15	15	13	10	7	0	0	0	17	14	15	1	1	2	0	20	23	21	15	15	13	10	7	0	0	0	17	14	15	1	1	2	0	20	23	21	15	15	13	10	7	0	0	0	2.94708672E8	2.82644288E8	2.63536128E8	1.07310832E8	2.3319952E7	2.9615674E7	8.9211744E7	3.1937744E8	3.0842752E8	3.07193152E8	2.48395344E8	2.74928032E8	2.36771552E8	2.81405024E8	2.82484032E8	1.80685232E8	0.0	0.0	3.208502E7	3.3499258E7	3.3129368E7	0.0	0.0	0.0	3.1007768E7	3.272705E7	3.120906E7	3.1399744E7	2.9935888E7	3.455036E7	3.190336E7	3.4896692E7	4.0537764E7	3.1810422E7	0.0	0.0	
sp|P31150|GDIA_HUMAN	P31150	GDIA_HUMAN	GDI1	447	Homo sapiens	1:Experimental evidence at protein level	Rab GDP dissociation inhibitor alpha	1.0	0.999	17	70	70	138	11	8	7	0	0	0	0	10	12	9	3	3	3	2	2	0	0	0	11	8	7	0	0	0	0	10	12	9	3	3	3	2	2	0	0	0	17	13	12	0	2	2	0	17	20	15	10	9	8	6	7	0	0	0	9.1673648E7	7.31298E7	9.3322736E7	0.0	0.0	0.0	0.0	9.4525216E7	8.1886904E7	9.5694248E7	4.7253896E7	6.23146E7	5.4058212E7	5.9872744E7	5.3691256E7	0.0	0.0	0.0	1.4367592E7	1.3614772E7	1.4406019E7	0.0	0.0	0.0	0.0	1.4726121E7	1.4934652E7	1.4868703E7	1.1804923E7	1.1950685E7	1.1309371E7	1.3460697E7	1.3008315E7	0.0	0.0	0.0	
sp|P31153|METK2_HUMAN	P31153	METK2_HUMAN	MAT2A	395	Homo sapiens	1:Experimental evidence at protein level	S-adenosylmethionine synthase isoform type-2	1.0	0.999	13	188	152	188	19	14	14	2	8	6	0	21	18	19	14	12	12	14	12	3	0	0	16	11	11	2	7	5	0	17	14	16	11	9	10	11	10	2	0	0	19	14	14	2	8	6	0	21	18	19	14	12	12	14	12	3	0	0	1.02679654E9	9.4755789E8	1.03125594E9	3.60955072E8	8.9114746E8	8.2929722E8	7.6621587E8	1.12054029E9	1.05999725E9	1.1372439E9	8.6980794E8	9.1736134E8	8.2684653E8	1.0052679E9	9.6697242E8	1.29176832E9	2.97854208E8	9.5483488E7	2.28843728E8	2.11633344E8	2.21520576E8	2.14227584E8	2.50746048E8	2.39311936E8	2.01959456E8	2.33714288E8	2.23845952E8	2.33295056E8	2.07264304E8	2.22494816E8	2.0983208E8	2.3027456E8	2.23897168E8	2.56020208E8	1.33027736E8	5.1240804E7	
sp|P31327|CPSM_HUMAN	P31327	CPSM_HUMAN	CPS1	1500	Homo sapiens	1:Experimental evidence at protein level	Carbamoyl-phosphate synthase [ammonia], mitochondrial	1.0	0.999	74	1206	1140	1206	106	87	86	25	45	54	6	115	109	125	95	94	89	84	70	16	0	0	99	83	82	24	44	52	6	108	103	119	90	88	82	79	66	15	0	0	106	87	86	25	45	54	6	115	109	125	95	94	89	84	70	16	0	0	5.3594168E9	5.2035502E9	5.4055214E9	1.60552781E9	3.20266803E9	3.73725005E9	3.95493914E9	5.8481521E9	5.8337787E9	6.0491914E9	4.7075963E9	4.9077089E9	4.29019315E9	5.6535475E9	5.6082099E9	6.0693683E9	1.66929856E9	6.1212525E8	1.79147456E8	1.70727968E8	1.7577216E8	1.9099584E8	1.98673936E8	2.09126016E8	2.0088688E8	1.88463696E8	1.84683088E8	1.90750816E8	1.7061272E8	1.76453424E8	1.6843712E8	2.00737216E8	1.99573584E8	2.27129584E8	2.96946976E8	3.26907648E8	
sp|P31350|RIR2_HUMAN	P31350	RIR2_HUMAN	RRM2	389	Homo sapiens	1:Experimental evidence at protein level	Ribonucleoside-diphosphate reductase subunit M2	1.0	0.999	5	17	17	17	2	0	2	0	0	0	0	4	3	2	1	2	1	0	0	0	0	0	2	0	2	0	0	0	0	4	3	2	1	2	1	0	0	0	0	0	2	0	2	0	0	0	0	4	3	2	1	2	1	0	0	0	0	0	2.0355888E7	2.3586836E7	2.688679E7	0.0	0.0	0.0	0.0	2.5796894E7	2.8259696E7	3.0426776E7	2.1214506E7	1.7085292E7	1.5604327E7	1.7352688E7	1.3204098E7	0.0	0.0	0.0	1.0060185E7	1.0311752E7	1.1082394E7	0.0	0.0	0.0	0.0	1.098739E7	1.2063716E7	1.3043413E7	1.039258E7	8576800.0	1.0264991E7	1.02939E7	1.0100595E7	0.0	0.0	0.0	
sp|P31689|DNJA1_HUMAN	P31689	DNJA1_HUMAN	DNAJA1	397	Homo sapiens	1:Experimental evidence at protein level	DnaJ homolog subfamily A member 1	1.0	0.999	13	69	69	69	5	3	5	0	1	1	0	12	8	13	7	2	6	3	3	0	0	0	5	3	5	0	1	1	0	12	8	13	7	2	6	3	3	0	0	0	5	3	5	0	1	1	0	12	8	13	7	2	6	3	3	0	0	0	1.05638528E8	1.09334848E8	1.1835584E8	0.0	4.5456136E7	2.171187E7	1.6792378E7	1.24303824E8	1.1412948E8	1.35790768E8	9.5313016E7	9.606688E7	1.03608512E8	1.10922192E8	8.3171632E7	2.121951E7	0.0	0.0	2.9249222E7	3.0585196E7	2.9905162E7	0.0	2.5983226E7	0.0	0.0	2.9565984E7	2.7500354E7	2.8657858E7	2.6083686E7	3.0355572E7	2.6289232E7	3.3783256E7	3.8296436E7	0.0	0.0	0.0	
sp|P31930|QCR1_HUMAN	P31930	QCR1_HUMAN	UQCRC1	480	Homo sapiens	1:Experimental evidence at protein level	Cytochrome b-c1 complex subunit 1, mitochondrial	1.0	0.999	16	156	150	156	18	12	13	2	5	5	1	18	18	18	11	10	11	8	6	0	0	0	18	12	12	2	4	5	1	18	17	18	10	9	10	8	6	0	0	0	18	12	13	2	5	5	1	18	18	18	11	10	11	8	6	0	0	0	3.13523968E8	2.78359776E8	2.87195744E8	5.2243272E7	1.6418224E8	1.69890032E8	1.67240256E8	3.39665824E8	3.7542496E8	3.8911248E8	2.5978488E8	2.59290928E8	2.47503584E8	2.78935232E8	2.46891568E8	3.2161168E8	0.0	0.0	5.5630348E7	5.0401812E7	5.4082444E7	5.727514E7	6.1439436E7	5.2418444E7	5.8371392E7	6.1564932E7	5.9633056E7	5.9085108E7	4.9081936E7	4.6231548E7	4.8755852E7	5.4509552E7	5.5166216E7	6.9614736E7	0.0	0.0	
sp|P31937|3HIDH_HUMAN	P31937	3HIDH_HUMAN	HIBADH	336	Homo sapiens	1:Experimental evidence at protein level	3-hydroxyisobutyrate dehydrogenase, mitochondrial	1.0	0.999	6	21	21	21	2	1	1	0	0	0	0	5	5	4	0	0	1	1	1	0	0	0	2	1	1	0	0	0	0	5	5	4	0	0	1	1	1	0	0	0	2	1	1	0	0	0	0	5	5	4	0	0	1	1	1	0	0	0	3.006046E7	8.7267984E7	9.2348568E7	0.0	0.0	0.0	0.0	1.1062308E8	1.21047704E8	1.2358288E8	3.0777122E7	5.0308632E7	9357013.0	1.1359525E7	7.3098112E7	0.0	0.0	0.0	2.7712748E7	4.6064016E7	4.5295616E7	0.0	0.0	0.0	0.0	5.1783236E7	5.5763336E7	5.960794E7	2.7819342E7	3.2438224E7	2.885034E7	0.0	4.4710864E7	0.0	0.0	0.0	
sp|P31939|PUR9_HUMAN	P31939	PUR9_HUMAN	ATIC	592	Homo sapiens	1:Experimental evidence at protein level	Bifunctional purine biosynthesis protein ATIC	1.0	0.999	30	272	272	272	30	20	20	0	4	5	0	31	33	38	23	20	18	16	13	1	0	0	30	20	20	0	4	5	0	31	33	38	23	20	18	16	13	1	0	0	30	20	20	0	4	5	0	31	33	38	23	20	18	16	13	1	0	0	4.7285168E8	4.01684672E8	5.26854752E8	0.0	1.48261264E8	1.6924744E8	1.65499712E8	5.4850611E8	5.31018048E8	5.743424E8	5.6052883E8	4.47351072E8	6.0373574E8	4.4136608E8	5.30934304E8	3.32269888E8	0.0	0.0	5.8612952E7	5.6917148E7	6.092568E7	0.0	5.949142E7	5.303556E7	5.8914092E7	6.6494236E7	6.4999512E7	6.57976E7	5.72046E7	5.8528668E7	5.602122E7	6.726936E7	6.9452624E7	6.116156E7	0.0	0.0	
sp|P31942|HNRH3_HUMAN	P31942	HNRH3_HUMAN	HNRNPH3	346	Homo sapiens	1:Experimental evidence at protein level	Heterogeneous nuclear ribonucleoprotein H3	1.0	0.999	12	93	93	105	9	6	6	1	1	2	0	11	9	10	10	10	9	5	4	0	0	0	9	6	6	1	1	2	0	11	9	10	10	10	9	5	4	0	0	0	11	7	7	1	2	2	0	12	9	11	11	11	10	6	5	0	0	0	1.955488E8	2.43291072E8	2.76011232E8	5.1655264E7	7.5275376E7	8.6922856E7	2.13938224E8	2.86886464E8	2.82587424E8	2.85862528E8	2.34363696E8	2.4649816E8	2.17991504E8	2.92371936E8	2.60502256E8	2.85517792E8	1.45531184E8	0.0	6.732132E7	7.0171672E7	7.3314056E7	0.0	0.0	7.7854896E7	8.5035112E7	7.5519584E7	7.5190128E7	7.2634672E7	7.0185152E7	7.268112E7	6.9563128E7	7.229312E7	6.8688992E7	1.1027928E8	1.73105728E8	0.0	
sp|P31943|HNRH1_HUMAN	P31943	HNRH1_HUMAN	HNRNPH1	449	Homo sapiens	1:Experimental evidence at protein level	Heterogeneous nuclear ribonucleoprotein H	1.0	0.999	18	286	142	286	28	21	18	5	13	12	3	24	24	28	22	23	20	22	17	6	0	0	15	11	8	1	6	6	0	14	14	15	10	13	8	11	9	1	0	0	28	21	18	5	13	12	3	24	24	28	22	23	20	22	17	6	0	0	1.17465882E9	1.08896819E9	1.21023744E9	2.05770208E8	8.4035507E8	8.092777E8	9.018633E8	1.33942694E9	1.30198208E9	1.36223744E9	9.7584678E8	9.8674733E8	8.4810874E8	1.22226214E9	1.24146253E9	1.481776E9	4.09086784E8	0.0	1.88336048E8	1.74792608E8	1.89821936E8	2.58406736E8	1.87294656E8	1.98925232E8	2.0817024E8	2.1551392E8	2.07354608E8	2.22694672E8	1.75819936E8	1.60320432E8	1.69397088E8	1.92939344E8	1.93985232E8	2.81134848E8	4.30018944E8	0.0	
sp|P31946|1433B_HUMAN	P31946	1433B_HUMAN	YWHAB	246	Homo sapiens	1:Experimental evidence at protein level	14-3-3 protein beta/alpha	1.0	0.999	12	129	111	233	10	10	10	3	6	6	2	11	11	11	10	10	10	9	8	2	0	0	8	8	9	3	6	6	2	9	9	9	8	8	9	8	7	2	0	0	17	16	16	7	12	12	5	19	19	17	20	19	19	16	13	5	1	0	6.9300058E8	6.1620768E8	6.5975264E8	3.3221024E8	4.32788896E8	5.21104896E8	5.11736224E8	7.433497E8	7.3046483E8	7.5794234E8	5.9071437E8	5.9192096E8	5.36857792E8	7.227776E8	6.2458918E8	7.3199795E8	2.59498528E8	1.3833296E8	1.7421992E8	1.40541888E8	1.57005904E8	1.22157688E8	1.30154896E8	1.6398416E8	1.51327376E8	1.70300768E8	1.70955152E8	1.75028128E8	1.5166328E8	1.33546456E8	1.33351728E8	1.57604368E8	1.32912248E8	1.65655088E8	4.54267584E8	2.44014016E8	
sp|P31947|1433S_HUMAN	P31947	1433S_HUMAN	SFN	248	Homo sapiens	1:Experimental evidence at protein level	14-3-3 protein sigma	1.0	0.999	12	112	112	197	12	6	9	3	4	5	0	11	10	9	10	11	11	6	4	1	0	0	12	6	9	3	4	5	0	11	10	9	10	11	11	6	4	1	0	0	18	11	14	6	9	10	3	18	15	14	17	18	18	12	9	4	1	0	2.95954528E8	2.78675648E8	3.1241024E8	7.5057088E7	1.258516E8	1.46467456E8	1.06541448E8	3.50113632E8	3.27539264E8	3.41637088E8	2.21514224E8	2.43835232E8	2.13002064E8	2.6558232E8	2.73951584E8	1.7951408E8	4.6060972E7	0.0	7.153512E7	6.1540004E7	6.4614628E7	7.4609016E7	5.13636E7	7.5376504E7	8.1957328E7	6.5286788E7	6.3442388E7	6.3266328E7	7.5116792E7	6.782348E7	7.7715776E7	5.9577008E7	4.8520572E7	5.4852872E7	0.0	0.0	
sp|P31948|STIP1_HUMAN	P31948	STIP1_HUMAN	STIP1	543	Homo sapiens	1:Experimental evidence at protein level	Stress-induced-phosphoprotein 1	1.0	0.999	29	314	314	314	30	26	26	3	11	9	3	33	32	34	26	23	22	18	15	3	0	0	30	26	26	3	11	9	3	33	32	34	26	23	22	18	15	3	0	0	30	26	26	3	11	9	3	33	32	34	26	23	22	18	15	3	0	0	9.6014042E8	1.02721363E9	1.05416781E9	2.28061328E8	5.30097664E8	5.2325344E8	5.6894432E8	1.03882387E9	1.05711046E9	1.07943693E9	8.1634477E8	8.4617165E8	7.7003776E8	8.5422189E8	9.1689254E8	8.7631098E8	1.4347504E8	0.0	1.2885292E8	1.37440016E8	1.37802912E8	1.20131056E8	1.158074E8	1.12632752E8	1.31256984E8	1.352132E8	1.3721616E8	1.3635848E8	1.19652144E8	1.19646672E8	1.23459088E8	1.2113172E8	1.36262304E8	1.43251584E8	1.4152608E8	0.0	
