Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	10ngQCHeLa_75umC8_0min_1x_01 Spectral Count	10ngQCHeLa_75umC8_0min_1x_02 Spectral Count	10ngQCHeLa_75umC8_0min_1x_03 Spectral Count	200pgQCHeLa_75umC8_0min_1x_00 Spectral Count	200pgQCHeLa_75umC8_0min_1x_01 Spectral Count	200pgQCHeLa_75umC8_0min_1x_02 Spectral Count	200pgQCHeLa_75umC8_0min_1x_03 Spectral Count	20ngQCHeLa_75umC8_0min_1x_01 Spectral Count	20ngQCHeLa_75umC8_0min_1x_02 Spectral Count	20ngQCHeLa_75umC8_0min_1x_03 Spectral Count	2ngQCHeLa_75umC8_0min_1x_01 Spectral Count	2ngQCHeLa_75umC8_0min_1x_02 Spectral Count	2ngQCHeLa_75umC8_0min_1x_03 Spectral Count	Blank_75umC8_0min_1x_01 Spectral Count	Blank_75umC8_0min_1x_02 Spectral Count	Blank_75umC8_0min_1x_03 Spectral Count	10ngQCHeLa_75umC8_0min_1x_01 Unique Spectral Count	10ngQCHeLa_75umC8_0min_1x_02 Unique Spectral Count	10ngQCHeLa_75umC8_0min_1x_03 Unique Spectral Count	200pgQCHeLa_75umC8_0min_1x_00 Unique Spectral Count	200pgQCHeLa_75umC8_0min_1x_01 Unique Spectral Count	200pgQCHeLa_75umC8_0min_1x_02 Unique Spectral Count	200pgQCHeLa_75umC8_0min_1x_03 Unique Spectral Count	20ngQCHeLa_75umC8_0min_1x_01 Unique Spectral Count	20ngQCHeLa_75umC8_0min_1x_02 Unique Spectral Count	20ngQCHeLa_75umC8_0min_1x_03 Unique Spectral Count	2ngQCHeLa_75umC8_0min_1x_01 Unique Spectral Count	2ngQCHeLa_75umC8_0min_1x_02 Unique Spectral Count	2ngQCHeLa_75umC8_0min_1x_03 Unique Spectral Count	Blank_75umC8_0min_1x_01 Unique Spectral Count	Blank_75umC8_0min_1x_02 Unique Spectral Count	Blank_75umC8_0min_1x_03 Unique Spectral Count	10ngQCHeLa_75umC8_0min_1x_01 Total Spectral Count	10ngQCHeLa_75umC8_0min_1x_02 Total Spectral Count	10ngQCHeLa_75umC8_0min_1x_03 Total Spectral Count	200pgQCHeLa_75umC8_0min_1x_00 Total Spectral Count	200pgQCHeLa_75umC8_0min_1x_01 Total Spectral Count	200pgQCHeLa_75umC8_0min_1x_02 Total Spectral Count	200pgQCHeLa_75umC8_0min_1x_03 Total Spectral Count	20ngQCHeLa_75umC8_0min_1x_01 Total Spectral Count	20ngQCHeLa_75umC8_0min_1x_02 Total Spectral Count	20ngQCHeLa_75umC8_0min_1x_03 Total Spectral Count	2ngQCHeLa_75umC8_0min_1x_01 Total Spectral Count	2ngQCHeLa_75umC8_0min_1x_02 Total Spectral Count	2ngQCHeLa_75umC8_0min_1x_03 Total Spectral Count	Blank_75umC8_0min_1x_01 Total Spectral Count	Blank_75umC8_0min_1x_02 Total Spectral Count	Blank_75umC8_0min_1x_03 Total Spectral Count	10ngQCHeLa_75umC8_0min_1x_01 Intensity	10ngQCHeLa_75umC8_0min_1x_02 Intensity	10ngQCHeLa_75umC8_0min_1x_03 Intensity	200pgQCHeLa_75umC8_0min_1x_00 Intensity	200pgQCHeLa_75umC8_0min_1x_01 Intensity	200pgQCHeLa_75umC8_0min_1x_02 Intensity	200pgQCHeLa_75umC8_0min_1x_03 Intensity	20ngQCHeLa_75umC8_0min_1x_01 Intensity	20ngQCHeLa_75umC8_0min_1x_02 Intensity	20ngQCHeLa_75umC8_0min_1x_03 Intensity	2ngQCHeLa_75umC8_0min_1x_01 Intensity	2ngQCHeLa_75umC8_0min_1x_02 Intensity	2ngQCHeLa_75umC8_0min_1x_03 Intensity	Blank_75umC8_0min_1x_01 Intensity	Blank_75umC8_0min_1x_02 Intensity	Blank_75umC8_0min_1x_03 Intensity	10ngQCHeLa_75umC8_0min_1x_01 MaxLFQ Intensity	10ngQCHeLa_75umC8_0min_1x_02 MaxLFQ Intensity	10ngQCHeLa_75umC8_0min_1x_03 MaxLFQ Intensity	200pgQCHeLa_75umC8_0min_1x_00 MaxLFQ Intensity	200pgQCHeLa_75umC8_0min_1x_01 MaxLFQ Intensity	200pgQCHeLa_75umC8_0min_1x_02 MaxLFQ Intensity	200pgQCHeLa_75umC8_0min_1x_03 MaxLFQ Intensity	20ngQCHeLa_75umC8_0min_1x_01 MaxLFQ Intensity	20ngQCHeLa_75umC8_0min_1x_02 MaxLFQ Intensity	20ngQCHeLa_75umC8_0min_1x_03 MaxLFQ Intensity	2ngQCHeLa_75umC8_0min_1x_01 MaxLFQ Intensity	2ngQCHeLa_75umC8_0min_1x_02 MaxLFQ Intensity	2ngQCHeLa_75umC8_0min_1x_03 MaxLFQ Intensity	Blank_75umC8_0min_1x_01 MaxLFQ Intensity	Blank_75umC8_0min_1x_02 MaxLFQ Intensity	Blank_75umC8_0min_1x_03 MaxLFQ Intensity	Indistinguishable Proteins
sp|O00151|PDLI1_HUMAN	O00151	PDLI1_HUMAN	PDLIM1	329	Homo sapiens	1:Experimental evidence at protein level	PDZ and LIM domain protein 1	0.9963	0.9878	2	3	3	3	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	5.0950464E7	4.8546784E7	2.7334128E7	0.0	0.0	0.0	0.0	4.1553108E7	3.305906E7	1.7574224E7	0.0	0.0	0.0	0.0	0.0	0.0	3.3435198E7	0.0	0.0	0.0	0.0	0.0	0.0	4.5541448E7	3.3821336E7	1.96304E7	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O00154|BACH_HUMAN	O00154	BACH_HUMAN	ACOT7	380	Homo sapiens	1:Experimental evidence at protein level	Cytosolic acyl coenzyme A thioester hydrolase	1.0	0.999	8	60	60	60	7	12	6	0	0	0	0	8	9	8	4	1	5	0	0	0	7	12	6	0	0	0	0	8	9	8	4	1	5	0	0	0	7	12	6	0	0	0	0	8	9	8	4	1	5	0	0	0	1.19493976E8	1.43737696E8	9.6281312E7	0.0	0.0	0.0	8854802.0	9.8667992E7	1.47637776E8	1.39268928E8	6.7372912E7	5.8524544E7	5.5666576E7	0.0	0.0	0.0	2.9842936E7	3.1015176E7	2.804659E7	0.0	0.0	0.0	0.0	2.99371E7	2.9860902E7	2.951738E7	2.6363664E7	2.4288056E7	2.0873296E7	0.0	0.0	0.0	
sp|O00159|MYO1C_HUMAN	O00159	MYO1C_HUMAN	MYO1C	1063	Homo sapiens	1:Experimental evidence at protein level	Unconventional myosin-Ic	1.0	0.999	13	48	48	48	4	8	4	0	0	0	0	8	10	8	3	1	2	0	0	0	4	8	4	0	0	0	0	8	10	8	3	1	2	0	0	0	4	8	4	0	0	0	0	8	10	8	3	1	2	0	0	0	6.9706704E7	6.5642884E7	6.4676504E7	0.0	0.0	0.0	0.0	7.5459544E7	7.2703768E7	7.900928E7	5.5694648E7	7.1017848E7	5.7333416E7	0.0	0.0	0.0	2.5435342E7	2.6149706E7	2.5381606E7	0.0	0.0	0.0	0.0	2.6003792E7	2.5971016E7	2.5822758E7	2.4192442E7	2.6889342E7	2.3244646E7	0.0	0.0	0.0	
sp|O00161|SNP23_HUMAN	O00161	SNP23_HUMAN	SNAP23	211	Homo sapiens	1:Experimental evidence at protein level	Synaptosomal-associated protein 23	0.9677	0.9989	1	3	3	3	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	3215742.5	3651483.5	3333372.8	0.0	0.0	0.0	0.0	3975053.5	3698905.5	3834908.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O00165|HAX1_HUMAN	O00165	HAX1_HUMAN	HAX1	279	Homo sapiens	1:Experimental evidence at protein level	HCLS1-associated protein X-1	0.9994	0.9979	2	6	6	6	1	1	0	0	0	0	0	1	1	2	0	0	0	0	0	0	1	1	0	0	0	0	0	1	1	2	0	0	0	0	0	0	1	1	0	0	0	0	0	1	1	2	0	0	0	0	0	0	4507325.5	3725133.5	3973882.2	0.0	0.0	0.0	0.0	3612988.2	3840985.5	3947121.8	0.0	2610766.0	2283228.2	0.0	0.0	0.0	2541792.2	2171783.5	2260893.0	0.0	0.0	0.0	0.0	2102183.8	2221786.8	2270003.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O00170|AIP_HUMAN	O00170	AIP_HUMAN	AIP	330	Homo sapiens	1:Experimental evidence at protein level	AH receptor-interacting protein	1.0	0.999	8	46	46	46	6	7	5	0	0	0	0	8	7	6	3	1	3	0	0	0	6	7	5	0	0	0	0	8	7	6	3	1	3	0	0	0	6	7	5	0	0	0	0	8	7	6	3	1	3	0	0	0	4.311712E7	4.3733584E7	4.4532892E7	0.0	1737435.4	0.0	0.0	4.7211696E7	4.7582036E7	4.598248E7	3.012525E7	2.5568642E7	3.4991496E7	0.0	0.0	0.0	1.1030293E7	1.0276826E7	9953505.0	0.0	0.0	0.0	0.0	1.0396855E7	1.0391852E7	1.0491633E7	1.0790316E7	1.1890649E7	1.0611948E7	0.0	0.0	0.0	
sp|O00178|GTPB1_HUMAN	O00178	GTPB1_HUMAN	GTPBP1	669	Homo sapiens	1:Experimental evidence at protein level	GTP-binding protein 1	0.8921	0.9959	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2737127.0	2885418.8	3094001.0	0.0	0.0	0.0	0.0	2631715.2	2612566.5	2620403.0	0.0	1697808.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O00186|STXB3_HUMAN	O00186	STXB3_HUMAN	STXBP3	592	Homo sapiens	1:Experimental evidence at protein level	Syntaxin-binding protein 3	1.0	0.9989	5	16	16	16	1	3	2	0	0	0	0	3	2	5	0	0	0	0	0	0	1	3	2	0	0	0	0	3	2	5	0	0	0	0	0	0	1	3	2	0	0	0	0	3	2	5	0	0	0	0	0	0	6776971.5	6371411.0	6532357.0	0.0	0.0	0.0	0.0	7620921.5	8406795.0	1.2237882E7	0.0	1891640.6	831824.3	0.0	0.0	0.0	2613643.0	2430765.0	2655193.8	0.0	0.0	0.0	0.0	2957630.5	3394038.5	3408025.8	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O00193|SMAP_HUMAN	O00193	SMAP_HUMAN	SMAP	183	Homo sapiens	1:Experimental evidence at protein level	Small acidic protein	1.0	0.999	1	10	10	10	1	2	1	0	0	0	0	1	1	1	1	1	1	0	0	0	1	2	1	0	0	0	0	1	1	1	1	1	1	0	0	0	1	2	1	0	0	0	0	1	1	1	1	1	1	0	0	0	3.7844584E7	3.7056388E7	4.1345576E7	0.0	9548320.0	0.0	1.719034E7	4.5736828E7	4.926164E7	4.600718E7	2.674823E7	3.1148266E7	2.3080196E7	0.0	0.0	0.0	3.9419172E7	3.9710196E7	3.655742E7	0.0	0.0	0.0	0.0	2.9260254E7	3.0439362E7	2.9840876E7	2.8528498E7	2.5295702E7	2.899342E7	0.0	0.0	0.0	
sp|O00203|AP3B1_HUMAN	O00203	AP3B1_HUMAN	AP3B1	1094	Homo sapiens	1:Experimental evidence at protein level	AP-3 complex subunit beta-1	1.0	0.999	6	12	12	12	2	2	1	0	0	0	0	3	1	3	0	0	0	0	0	0	2	2	1	0	0	0	0	3	1	3	0	0	0	0	0	0	2	2	1	0	0	0	0	3	1	3	0	0	0	0	0	0	2.1174904E7	1.8629166E7	2.2093372E7	0.0	0.0	0.0	0.0	1.8073036E7	1.8807542E7	1.9466162E7	7335879.0	7337425.5	7178099.0	0.0	0.0	0.0	5810384.0	6039733.5	5793607.0	0.0	0.0	0.0	0.0	5668372.0	5789507.5	5362365.5	7360509.0	7420470.5	6595243.5	0.0	0.0	0.0	
sp|O00217|NDUS8_HUMAN	O00217	NDUS8_HUMAN	NDUFS8	210	Homo sapiens	1:Experimental evidence at protein level	NADH dehydrogenase [ubiquinone] iron-sulfur protein 8, mitochondrial	1.0	0.999	3	17	17	17	1	2	3	0	0	0	0	3	4	3	1	0	0	0	0	0	1	2	3	0	0	0	0	3	4	3	1	0	0	0	0	0	1	2	3	0	0	0	0	3	4	3	1	0	0	0	0	0	2.5525988E7	2.6006682E7	2.9367044E7	0.0	0.0	0.0	0.0	3.371184E7	3.4145784E7	3.4565844E7	2.0661828E7	2.7886112E7	2.3072388E7	0.0	0.0	0.0	1.0364359E7	1.0591778E7	1.1127167E7	0.0	0.0	0.0	0.0	1.2406032E7	1.258584E7	1.3230032E7	8887595.0	1.006453E7	9853211.0	0.0	0.0	0.0	
sp|O00231|PSD11_HUMAN	O00231	PSD11_HUMAN	PSMD11	422	Homo sapiens	1:Experimental evidence at protein level	26S proteasome non-ATPase regulatory subunit 11	1.0	0.999	17	120	120	120	15	16	13	0	0	0	0	18	15	15	10	9	9	0	0	0	15	16	13	0	0	0	0	18	15	15	10	9	9	0	0	0	15	16	13	0	0	0	0	18	15	15	10	9	9	0	0	0	1.9567896E8	1.92644368E8	1.70558368E8	0.0	3.1311744E7	2.1009314E7	8.5336672E7	1.97481952E8	1.96193536E8	1.97635312E8	1.7376024E8	1.6849304E8	1.82416896E8	0.0	0.0	0.0	1.6674211E7	1.6850802E7	1.7914062E7	0.0	1.9135858E7	1.5282334E7	1.4456575E7	1.7478998E7	1.730885E7	1.710173E7	1.7177672E7	1.6984968E7	1.7436472E7	0.0	0.0	0.0	
sp|O00232|PSD12_HUMAN	O00232	PSD12_HUMAN	PSMD12	456	Homo sapiens	1:Experimental evidence at protein level	26S proteasome non-ATPase regulatory subunit 12	1.0	0.999	12	51	51	51	4	7	4	0	0	0	0	10	9	10	4	2	1	0	0	0	4	7	4	0	0	0	0	10	9	10	4	2	1	0	0	0	4	7	4	0	0	0	0	10	9	10	4	2	1	0	0	0	7.7469032E7	8.5768712E7	9.036528E7	0.0	0.0	4703099.5	0.0	8.6968344E7	8.4613408E7	9.1834464E7	6.7790464E7	6.4338004E7	6.02662E7	0.0	0.0	0.0	1.9865102E7	1.860688E7	2.1506266E7	0.0	0.0	0.0	0.0	2.198923E7	2.1225992E7	2.2530478E7	1.7918376E7	1.8042796E7	1.5595095E7	0.0	0.0	0.0	
sp|O00233|PSMD9_HUMAN	O00233	PSMD9_HUMAN	PSMD9	223	Homo sapiens	1:Experimental evidence at protein level	26S proteasome non-ATPase regulatory subunit 9	1.0	0.999	7	31	31	31	2	6	1	0	0	0	0	6	4	4	3	2	3	0	0	0	2	6	1	0	0	0	0	6	4	4	3	2	3	0	0	0	2	6	1	0	0	0	0	6	4	4	3	2	3	0	0	0	3.0727206E7	3.1722178E7	3.6129768E7	0.0	3171876.2	4042539.0	2807225.0	2.3451324E7	3.6941684E7	2.2430604E7	2.773855E7	2.984316E7	3.1922544E7	0.0	0.0	0.0	1.0313492E7	9622719.0	1.1795353E7	0.0	0.0	0.0	0.0	1.0108039E7	1.0585661E7	9362921.0	1.1299452E7	1.0786607E7	1.2262952E7	0.0	0.0	0.0	
sp|O00244|ATOX1_HUMAN	O00244	ATOX1_HUMAN	ATOX1	68	Homo sapiens	1:Experimental evidence at protein level	Copper transport protein ATOX1	0.9999	0.999	2	7	7	7	0	1	1	0	0	0	0	1	2	1	1	0	0	0	0	0	0	1	1	0	0	0	0	1	2	1	1	0	0	0	0	0	0	1	1	0	0	0	0	1	2	1	1	0	0	0	0	0	1.2209274E7	1.0757676E7	1.4911936E7	0.0	0.0	0.0	0.0	1.5167451E7	1.5450012E7	1.340744E7	1.1122467E7	1.218025E7	1.3189599E7	0.0	0.0	0.0	8132197.5	7111267.0	9679043.0	0.0	0.0	0.0	0.0	1.0217404E7	1.0550289E7	9348260.0	0.0	0.0	7282161.0	0.0	0.0	0.0	
sp|O00264|PGRC1_HUMAN	O00264	PGRC1_HUMAN	PGRMC1	195	Homo sapiens	1:Experimental evidence at protein level	Membrane-associated progesterone receptor component 1	1.0	0.9989	4	20	20	26	2	2	2	0	0	0	0	2	2	3	2	3	2	0	0	0	2	2	2	0	0	0	0	2	2	3	2	3	2	0	0	0	3	3	3	0	0	0	0	3	3	4	2	3	2	0	0	0	4.3090168E7	4.25784E7	4.4857184E7	0.0	0.0	0.0	1.0868662E7	4.4074796E7	4.5041592E7	4.454864E7	4.643252E7	5.1845312E7	4.9204864E7	0.0	0.0	0.0	2.47242E7	2.4123736E7	2.5752356E7	0.0	0.0	0.0	0.0	2.4920704E7	2.544456E7	2.501859E7	2.661196E7	2.465685E7	2.547798E7	0.0	0.0	0.0	
sp|O00267|SPT5H_HUMAN	O00267	SPT5H_HUMAN	SUPT5H	1087	Homo sapiens	1:Experimental evidence at protein level	Transcription elongation factor SPT5	1.0	0.9989	11	38	38	38	2	6	3	0	0	0	0	6	7	9	2	2	1	0	0	0	2	6	3	0	0	0	0	6	7	9	2	2	1	0	0	0	2	6	3	0	0	0	0	6	7	9	2	2	1	0	0	0	3.7515912E7	3.610776E7	3.598262E7	0.0	5822840.0	0.0	0.0	3.94089E7	4.0253904E7	4.2333044E7	3.0504808E7	2.591105E7	3.2593368E7	0.0	0.0	0.0	7777785.0	7443464.0	7935558.0	0.0	0.0	0.0	0.0	8413261.0	8341380.5	7951810.0	8294926.0	6721788.5	8054244.5	0.0	0.0	0.0	
sp|O00273|DFFA_HUMAN	O00273	DFFA_HUMAN	DFFA	331	Homo sapiens	1:Experimental evidence at protein level	DNA fragmentation factor subunit alpha	1.0	0.999	6	30	30	30	4	4	3	0	0	0	0	5	4	5	1	2	2	0	0	0	4	4	3	0	0	0	0	5	4	5	1	2	2	0	0	0	4	4	3	0	0	0	0	5	4	5	1	2	2	0	0	0	2.2680924E7	3.0710016E7	2.242603E7	0.0	0.0	0.0	0.0	2.9627904E7	3.1254226E7	2.1455256E7	1.8298938E7	2.2230824E7	2.0355116E7	0.0	0.0	0.0	9887881.0	1.0686141E7	9616313.0	0.0	0.0	0.0	0.0	9856922.0	1.0461548E7	9691699.0	7749346.5	8501581.0	8717062.0	0.0	0.0	0.0	
sp|O00299|CLIC1_HUMAN	O00299	CLIC1_HUMAN	CLIC1	241	Homo sapiens	1:Experimental evidence at protein level	Chloride intracellular channel protein 1	1.0	0.999	13	154	154	154	17	15	14	4	6	6	5	16	16	16	14	11	14	0	0	0	17	15	14	4	6	6	5	16	16	16	14	11	14	0	0	0	17	15	14	4	6	6	5	16	16	16	14	11	14	0	0	0	7.5313907E8	7.382057E8	7.2232902E8	3.5752E8	4.7534336E8	3.95602656E8	5.733113E8	7.8493754E8	7.5835437E8	8.0157088E8	6.37712E8	6.2924301E8	6.2446253E8	0.0	0.0	0.0	1.47656048E8	1.45241056E8	1.40900624E8	1.25960736E8	1.18726384E8	1.23067248E8	1.37450032E8	1.52827024E8	1.47504816E8	1.54529952E8	1.36570448E8	1.3691144E8	1.31141704E8	0.0	0.0	0.0	
sp|O00303|EIF3F_HUMAN	O00303	EIF3F_HUMAN	EIF3F	357	Homo sapiens	1:Experimental evidence at protein level	Eukaryotic translation initiation factor 3 subunit F	1.0	0.999	9	80	80	80	9	14	11	0	2	0	2	10	9	9	5	5	4	0	0	0	9	14	11	0	2	0	2	10	9	9	5	5	4	0	0	0	9	14	11	0	2	0	2	10	9	9	5	5	4	0	0	0	1.22829864E8	1.33425272E8	1.2285012E8	0.0	5.9106972E7	6.0781792E7	5.4953724E7	1.36095648E8	1.31152768E8	1.3326272E8	1.09173184E8	8.5700304E7	1.10781072E8	0.0	0.0	0.0	2.6555056E7	2.800414E7	2.5798758E7	0.0	2.282111E7	2.6386898E7	2.976445E7	2.876191E7	2.7937354E7	2.6742244E7	2.6679712E7	2.456877E7	2.4365682E7	0.0	0.0	0.0	
sp|O00330|ODPX_HUMAN	O00330	ODPX_HUMAN	PDHX	501	Homo sapiens	1:Experimental evidence at protein level	Pyruvate dehydrogenase protein X component, mitochondrial	0.9995	0.9987	2	2	2	2	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	6378029.0	6232791.0	5576945.0	0.0	0.0	0.0	0.0	6441087.0	6910062.5	6812419.5	5130565.5	0.0	5378995.0	0.0	0.0	0.0	3592256.8	3545407.2	3174525.5	0.0	0.0	0.0	0.0	3642027.0	3907858.2	3849233.8	2843998.8	0.0	2992795.8	0.0	0.0	0.0	
sp|O00391|QSOX1_HUMAN	O00391	QSOX1_HUMAN	QSOX1	747	Homo sapiens	1:Experimental evidence at protein level	Sulfhydryl oxidase 1	0.9538	0.9983	1	3	3	3	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	3879277.8	3883704.0	3867030.8	0.0	0.0	0.0	0.0	3667180.0	4143803.2	3583708.8	0.0	0.0	4222912.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O00399|DCTN6_HUMAN	O00399	DCTN6_HUMAN	DCTN6	190	Homo sapiens	1:Experimental evidence at protein level	Dynactin subunit 6	0.9629	0.9987	1	4	4	4	0	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	2743768.8	2610997.5	2366367.2	0.0	0.0	0.0	0.0	2632474.8	2541335.8	2927720.5	1681055.2	2083847.4	1019536.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O00410|IPO5_HUMAN	O00410	IPO5_HUMAN	IPO5	1097	Homo sapiens	1:Experimental evidence at protein level	Importin-5	1.0	0.999	28	171	149	171	18	24	14	0	1	2	1	26	26	26	12	13	8	0	0	0	16	21	11	0	1	2	1	23	22	24	11	11	6	0	0	0	18	24	14	0	1	2	1	26	26	26	12	13	8	0	0	0	2.63800912E8	2.5748824E8	2.60057232E8	0.0	5.211048E7	4.2747268E7	3.4900472E7	3.0776144E8	2.94846368E8	3.36762016E8	2.09695296E8	2.10600688E8	2.00658256E8	0.0	0.0	0.0	2.038348E7	2.0229316E7	1.9975212E7	0.0	1.5884341E7	1.6021755E7	1.9071898E7	2.2597544E7	2.1764728E7	2.3569604E7	1.8359476E7	1.9335732E7	1.7172832E7	0.0	0.0	0.0	
sp|O00422|SAP18_HUMAN	O00422	SAP18_HUMAN	SAP18	153	Homo sapiens	1:Experimental evidence at protein level	Histone deacetylase complex subunit SAP18	0.9893	0.9923	2	2	2	2	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1.4502952E7	1.173881E7	1.5316511E7	0.0	0.0	0.0	0.0	1.2177395E7	1730370.6	1.2752647E7	0.0	1.9370762E7	1.683368E7	0.0	0.0	0.0	1.1990012E7	0.0	1.2921797E7	0.0	0.0	0.0	0.0	1.1391439E7	0.0	1.1450341E7	0.0	1.6681371E7	0.0	0.0	0.0	0.0	
sp|O00425|IF2B3_HUMAN	O00425	IF2B3_HUMAN	IGF2BP3	579	Homo sapiens	1:Experimental evidence at protein level	Insulin-like growth factor 2 mRNA-binding protein 3	1.0	0.999	13	86	62	86	10	13	11	0	0	0	0	11	14	13	2	6	6	0	0	0	7	10	8	0	0	0	0	8	11	10	1	4	3	0	0	0	10	13	11	0	0	0	0	11	14	13	2	6	6	0	0	0	6.9662192E7	6.2813468E7	5.491054E7	0.0	0.0	0.0	0.0	7.6264256E7	7.6866096E7	6.1451612E7	5.213558E7	5.2826192E7	6.0245748E7	0.0	0.0	0.0	1.2543419E7	1.2557036E7	1.1734564E7	0.0	0.0	0.0	0.0	1.2730371E7	1.223524E7	1.2644519E7	1.010717E7	1.2100054E7	1.196416E7	0.0	0.0	0.0	
sp|O00429|DNM1L_HUMAN	O00429	DNM1L_HUMAN	DNM1L	736	Homo sapiens	1:Experimental evidence at protein level	Dynamin-1-like protein	1.0	0.999	15	89	89	89	10	11	10	0	0	0	0	12	12	15	8	5	6	0	0	0	10	11	10	0	0	0	0	12	12	15	8	5	6	0	0	0	10	11	10	0	0	0	0	12	12	15	8	5	6	0	0	0	8.2542E7	8.0075888E7	8.3178536E7	0.0	6812855.5	6010934.5	1.1921666E7	9.1811688E7	8.6294872E7	9.2467112E7	5.8156332E7	5.7305692E7	6.4843156E7	0.0	0.0	0.0	1.0046027E7	1.0021681E7	1.0325061E7	0.0	0.0	0.0	0.0	1.0723113E7	1.0676265E7	1.0620525E7	9840701.0	9618102.0	9975769.0	0.0	0.0	0.0	
sp|O00442|RTCA_HUMAN	O00442	RTCA_HUMAN	RTCA	366	Homo sapiens	1:Experimental evidence at protein level	RNA 3'-terminal phosphate cyclase	0.9999	0.9986	2	9	9	9	1	2	1	0	0	0	0	2	1	2	0	0	0	0	0	0	1	2	1	0	0	0	0	2	1	2	0	0	0	0	0	0	1	2	1	0	0	0	0	2	1	2	0	0	0	0	0	0	5556074.5	6013271.5	6136489.5	0.0	0.0	0.0	0.0	6542153.0	6362163.0	5915819.5	0.0	4611352.5	4766275.0	0.0	0.0	0.0	3023780.0	3273586.2	3338361.0	0.0	0.0	0.0	0.0	3570554.8	3469380.2	3231925.5	0.0	2488375.5	2587295.5	0.0	0.0	0.0	
sp|O00461|GOLI4_HUMAN	O00461	GOLI4_HUMAN	GOLIM4	696	Homo sapiens	1:Experimental evidence at protein level	Golgi integral membrane protein 4	0.9995	0.9989	2	6	6	6	1	1	0	0	0	0	0	2	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	2	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	2	1	1	0	0	0	0	0	0	3799804.0	3732854.5	3222111.8	0.0	0.0	0.0	0.0	6531331.0	6674499.5	3593174.8	0.0	2807530.2	2047318.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3664598.0	3737568.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O00483|NDUA4_HUMAN	O00483	NDUA4_HUMAN	NDUFA4	81	Homo sapiens	1:Experimental evidence at protein level	Cytochrome c oxidase subunit NDUFA4	1.0	0.999	2	17	17	17	1	2	2	0	1	0	0	2	2	1	2	2	2	0	0	0	1	2	2	0	1	0	0	2	2	1	2	2	2	0	0	0	1	2	2	0	1	0	0	2	2	1	2	2	2	0	0	0	4.0116948E7	3.4357808E7	3.6988128E7	1.0558892E7	2.0568834E7	2.7065414E7	0.0	4.5027904E7	4.5473632E7	4.8471352E7	4.0166628E7	3.868462E7	3.8078992E7	0.0	0.0	0.0	2.8931344E7	2.4628992E7	2.5957442E7	0.0	0.0	0.0	0.0	3.4987528E7	3.5643948E7	3.8274048E7	2.5168108E7	2.5142112E7	2.1875388E7	0.0	0.0	0.0	
