Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	10ngQCHeLa_ColTT1_ForwardFlush_01 Spectral Count	10ngQCHeLa_ColTT1_ForwardFlush_02 Spectral Count	10ngQCHeLa_ColTT1_ForwardFlush_03 Spectral Count	200pgQCHeLa_ColTT1_ForwardFlush_00 Spectral Count	200pgQCHeLa_ColTT1_ForwardFlush_01 Spectral Count	200pgQCHeLa_ColTT1_ForwardFlush_02 Spectral Count	200pgQCHeLa_ColTT1_ForwardFlush_03 Spectral Count	10ngQCHeLa_ColTT1_ForwardFlush_01 Unique Spectral Count	10ngQCHeLa_ColTT1_ForwardFlush_02 Unique Spectral Count	10ngQCHeLa_ColTT1_ForwardFlush_03 Unique Spectral Count	200pgQCHeLa_ColTT1_ForwardFlush_00 Unique Spectral Count	200pgQCHeLa_ColTT1_ForwardFlush_01 Unique Spectral Count	200pgQCHeLa_ColTT1_ForwardFlush_02 Unique Spectral Count	200pgQCHeLa_ColTT1_ForwardFlush_03 Unique Spectral Count	10ngQCHeLa_ColTT1_ForwardFlush_01 Total Spectral Count	10ngQCHeLa_ColTT1_ForwardFlush_02 Total Spectral Count	10ngQCHeLa_ColTT1_ForwardFlush_03 Total Spectral Count	200pgQCHeLa_ColTT1_ForwardFlush_00 Total Spectral Count	200pgQCHeLa_ColTT1_ForwardFlush_01 Total Spectral Count	200pgQCHeLa_ColTT1_ForwardFlush_02 Total Spectral Count	200pgQCHeLa_ColTT1_ForwardFlush_03 Total Spectral Count	10ngQCHeLa_ColTT1_ForwardFlush_01 Intensity	10ngQCHeLa_ColTT1_ForwardFlush_02 Intensity	10ngQCHeLa_ColTT1_ForwardFlush_03 Intensity	200pgQCHeLa_ColTT1_ForwardFlush_00 Intensity	200pgQCHeLa_ColTT1_ForwardFlush_01 Intensity	200pgQCHeLa_ColTT1_ForwardFlush_02 Intensity	200pgQCHeLa_ColTT1_ForwardFlush_03 Intensity	10ngQCHeLa_ColTT1_ForwardFlush_01 MaxLFQ Intensity	10ngQCHeLa_ColTT1_ForwardFlush_02 MaxLFQ Intensity	10ngQCHeLa_ColTT1_ForwardFlush_03 MaxLFQ Intensity	200pgQCHeLa_ColTT1_ForwardFlush_00 MaxLFQ Intensity	200pgQCHeLa_ColTT1_ForwardFlush_01 MaxLFQ Intensity	200pgQCHeLa_ColTT1_ForwardFlush_02 MaxLFQ Intensity	200pgQCHeLa_ColTT1_ForwardFlush_03 MaxLFQ Intensity	Indistinguishable Proteins
sp|O15143|ARC1B_HUMAN	O15143	ARC1B_HUMAN	ARPC1B	372	Homo sapiens	1:Experimental evidence at protein level	Actin-related protein 2/3 complex subunit 1B	1.0	0.9986	4	9	9	9	4	3	2	0	0	0	0	4	3	2	0	0	0	0	4	3	2	0	0	0	0	1.9602816E7	1.9440674E7	2.112882E7	0.0	0.0	0.0	4182831.8	8388091.5	8777741.0	9364878.0	0.0	0.0	0.0	0.0	
sp|O15160|RPAC1_HUMAN	O15160	RPAC1_HUMAN	POLR1C	346	Homo sapiens	1:Experimental evidence at protein level	DNA-directed RNA polymerases I and III subunit RPAC1	1.0	0.9901	2	2	2	2	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	3200153.2	3436065.5	3951242.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O15173|PGRC2_HUMAN	O15173	PGRC2_HUMAN	PGRMC2	223	Homo sapiens	1:Experimental evidence at protein level	Membrane-associated progesterone receptor component 2	1.0	0.9968	5	10	10	16	5	3	2	0	0	0	0	5	3	2	0	0	0	0	7	5	4	0	0	0	0	2.3228064E7	2.0545608E7	2.1991836E7	0.0	0.0	0.0	3664025.8	8681284.0	8462686.0	9136564.0	0.0	0.0	0.0	0.0	
sp|O15212|PFD6_HUMAN	O15212	PFD6_HUMAN	PFDN6	129	Homo sapiens	1:Experimental evidence at protein level	Prefoldin subunit 6	1.0	0.9983	3	10	10	10	4	3	3	0	0	0	0	4	3	3	0	0	0	0	4	3	3	0	0	0	0	2.3399596E7	2.5751016E7	2.5205504E7	0.0	0.0	0.0	0.0	8789536.0	9413450.0	8960216.0	0.0	0.0	0.0	0.0	
sp|O15260|SURF4_HUMAN	O15260	SURF4_HUMAN	SURF4	269	Homo sapiens	1:Experimental evidence at protein level	Surfeit locus protein 4	1.0	0.999	3	11	11	11	6	2	3	0	0	0	0	6	2	3	0	0	0	0	6	2	3	0	0	0	0	3.4974308E7	3.2493312E7	3.3879332E7	0.0	0.0	0.0	0.0	3.0447898E7	2.8417086E7	3.0151894E7	0.0	0.0	0.0	0.0	
sp|O15347|HMGB3_HUMAN	O15347	HMGB3_HUMAN	HMGB3	200	Homo sapiens	1:Experimental evidence at protein level	High mobility group protein B3	1.0	0.9986	3	6	6	6	3	1	2	0	0	0	0	3	1	2	0	0	0	0	3	1	2	0	0	0	0	2.0836624E7	3500640.5	1.3815517E7	0.0	0.0	0.0	0.0	9255122.0	0.0	1.0184225E7	0.0	0.0	0.0	0.0	
sp|O15355|PPM1G_HUMAN	O15355	PPM1G_HUMAN	PPM1G	546	Homo sapiens	1:Experimental evidence at protein level	Protein phosphatase 1G	1.0	0.9983	7	12	12	12	3	6	3	0	0	0	0	3	6	3	0	0	0	0	3	6	3	0	0	0	0	1.6148102E7	1.5822565E7	1.730196E7	0.0	0.0	0.0	4882496.5	6071894.5	6943905.5	5687463.0	0.0	0.0	0.0	0.0	
sp|O15371|EIF3D_HUMAN	O15371	EIF3D_HUMAN	EIF3D	548	Homo sapiens	1:Experimental evidence at protein level	Eukaryotic translation initiation factor 3 subunit D	1.0	0.9982	6	11	11	11	6	5	0	0	0	0	0	6	5	0	0	0	0	0	6	5	0	0	0	0	0	3.8516448E7	3.9303076E7	3.1965876E7	0.0	0.0	0.0	1.5050986E7	1.5708067E7	1.5057376E7	1.4429695E7	0.0	0.0	0.0	0.0	
sp|O15372|EIF3H_HUMAN	O15372	EIF3H_HUMAN	EIF3H	352	Homo sapiens	1:Experimental evidence at protein level	Eukaryotic translation initiation factor 3 subunit H	1.0	0.999	4	10	10	10	3	6	1	0	0	0	0	3	6	1	0	0	0	0	3	6	1	0	0	0	0	2.839833E7	3.0412808E7	3.279748E7	0.0	0.0	0.0	0.0	1.5183868E7	1.661345E7	1.7600062E7	0.0	0.0	0.0	0.0	
sp|O15382|BCAT2_HUMAN	O15382	BCAT2_HUMAN	BCAT2	392	Homo sapiens	1:Experimental evidence at protein level	Branched-chain-amino-acid aminotransferase, mitochondrial	1.0	0.9922	2	2	2	2	1	1	0	0	0	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0	4231554.5	4161943.0	5586999.5	0.0	0.0	0.0	2587544.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O15397|IPO8_HUMAN	O15397	IPO8_HUMAN	IPO8	1037	Homo sapiens	1:Experimental evidence at protein level	Importin-8	0.8455	0.9969	1	1	1	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O15427|MOT4_HUMAN	O15427	MOT4_HUMAN	SLC16A3	465	Homo sapiens	1:Experimental evidence at protein level	Monocarboxylate transporter 4	1.0	0.9987	5	21	21	21	6	8	6	0	0	0	1	6	8	6	0	0	0	1	6	8	6	0	0	0	1	3.0726922E7	3.4774304E7	4.226158E7	0.0	0.0	1.3914581E7	1.6015682E7	1.854107E7	2.1197314E7	2.1290584E7	0.0	0.0	0.0	0.0	
sp|O15511|ARPC5_HUMAN	O15511	ARPC5_HUMAN	ARPC5	151	Homo sapiens	1:Experimental evidence at protein level	Actin-related protein 2/3 complex subunit 5	0.8217	0.9964	1	1	1	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	2.6384396E7	2.3760348E7	2.3595568E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O43143|DHX15_HUMAN	O43143	DHX15_HUMAN	DHX15	795	Homo sapiens	1:Experimental evidence at protein level	Pre-mRNA-splicing factor ATP-dependent RNA helicase DHX15	1.0	0.999	16	47	44	47	15	15	17	0	0	0	0	14	15	15	0	0	0	0	15	15	17	0	0	0	0	1.32231872E8	1.2835544E8	1.18167072E8	0.0	0.0	0.0	0.0	2.0427998E7	2.052292E7	2.1425072E7	0.0	0.0	0.0	0.0	
sp|O43169|CYB5B_HUMAN	O43169	CYB5B_HUMAN	CYB5B	150	Homo sapiens	1:Experimental evidence at protein level	Cytochrome b5 type B	1.0	0.999	3	14	14	14	5	4	5	0	0	0	0	5	4	5	0	0	0	0	5	4	5	0	0	0	0	3.0489886E7	2.965486E7	2.6986462E7	0.0	0.0	0.0	0.0	1.5651367E7	1.7358116E7	1.6332294E7	0.0	0.0	0.0	0.0	
sp|O43175|SERA_HUMAN	O43175	SERA_HUMAN	PHGDH	533	Homo sapiens	1:Experimental evidence at protein level	D-3-phosphoglycerate dehydrogenase	1.0	0.999	19	237	237	237	62	58	55	5	14	22	21	62	58	55	5	14	22	21	62	58	55	5	14	22	21	1.20255616E9	1.28924006E9	1.1391671E9	1.2096563E7	4.54232192E8	1.17328026E9	1.0832009E9	1.4915128E8	1.50693088E8	1.5004984E8	0.0	8.5858448E7	1.608484E8	1.46931184E8	
sp|O43242|PSMD3_HUMAN	O43242	PSMD3_HUMAN	PSMD3	534	Homo sapiens	1:Experimental evidence at protein level	26S proteasome non-ATPase regulatory subunit 3	1.0	0.9988	5	9	9	9	4	1	4	0	0	0	0	4	1	4	0	0	0	0	4	1	4	0	0	0	0	2.71036E7	3.1781732E7	2.909942E7	0.0	0.0	0.0	0.0	1.9480194E7	1.864003E7	1.8094868E7	0.0	0.0	0.0	0.0	
sp|O43324|MCA3_HUMAN	O43324	MCA3_HUMAN	EEF1E1	174	Homo sapiens	1:Experimental evidence at protein level	Eukaryotic translation elongation factor 1 epsilon-1	1.0	0.9983	3	12	12	12	4	4	4	0	0	0	0	4	4	4	0	0	0	0	4	4	4	0	0	0	0	1.4638076E7	1.5406456E7	1.5123309E7	0.0	0.0	0.0	0.0	1.2839693E7	1.2945886E7	1.3470746E7	0.0	0.0	0.0	0.0	
sp|O43390|HNRPR_HUMAN	O43390	HNRPR_HUMAN	HNRNPR	633	Homo sapiens	1:Experimental evidence at protein level	Heterogeneous nuclear ribonucleoprotein R	1.0	0.999	21	143	74	143	42	39	39	1	3	10	9	24	21	20	0	2	3	4	42	39	39	1	3	10	9	5.5010074E8	5.23493504E8	4.8818368E8	7.09498E7	1.10015624E8	3.41826464E8	2.8398672E8	8.7818856E7	8.1913928E7	8.595444E7	0.0	1.2015804E8	7.4596904E7	7.1319672E7	
sp|O43395|PRPF3_HUMAN	O43395	PRPF3_HUMAN	PRPF3	683	Homo sapiens	1:Experimental evidence at protein level	U4/U6 small nuclear ribonucleoprotein Prp3	1.0	0.9965	4	7	7	7	2	1	4	0	0	0	0	2	1	4	0	0	0	0	2	1	4	0	0	0	0	5261596.0	0.0	1845076.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O43396|TXNL1_HUMAN	O43396	TXNL1_HUMAN	TXNL1	289	Homo sapiens	1:Experimental evidence at protein level	Thioredoxin-like protein 1	1.0	0.9984	3	8	8	8	2	3	3	0	0	0	0	2	3	3	0	0	0	0	2	3	3	0	0	0	0	2.0108254E7	2.1364306E7	2.2118934E7	0.0	0.0	0.0	8285315.5	1.1731026E7	1.1452276E7	1.3197398E7	0.0	0.0	0.0	0.0	
sp|O43399|TPD54_HUMAN	O43399	TPD54_HUMAN	TPD52L2	206	Homo sapiens	1:Experimental evidence at protein level	Tumor protein D54	1.0	0.999	8	36	36	36	11	9	13	0	0	1	2	11	9	13	0	0	1	2	11	9	13	0	0	1	2	1.28518984E8	1.35884656E8	1.45615136E8	0.0	0.0	3.1589946E7	8.1994672E7	3.0273192E7	2.991277E7	3.1687382E7	0.0	0.0	0.0	3.5260968E7	
sp|O43488|ARK72_HUMAN	O43488	ARK72_HUMAN	AKR7A2	359	Homo sapiens	1:Experimental evidence at protein level	Aflatoxin B1 aldehyde reductase member 2	1.0	0.995	2	2	1	2	1	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	4139234.5	4031390.5	3320661.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O43583|DENR_HUMAN	O43583	DENR_HUMAN	DENR	198	Homo sapiens	1:Experimental evidence at protein level	Density-regulated protein	1.0	0.9935	3	10	10	10	3	4	3	0	0	0	0	3	4	3	0	0	0	0	3	4	3	0	0	0	0	1.3008085E7	1.493237E7	8332472.0	0.0	0.0	0.0	0.0	7136330.0	8271473.0	0.0	0.0	0.0	0.0	0.0	
sp|O43592|XPOT_HUMAN	O43592	XPOT_HUMAN	XPOT	962	Homo sapiens	1:Experimental evidence at protein level	Exportin-T	1.0	0.9985	4	5	5	5	1	1	3	0	0	0	0	1	1	3	0	0	0	0	1	1	3	0	0	0	0	5698440.0	5627873.5	1.0290734E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O43598|DNPH1_HUMAN	O43598	DNPH1_HUMAN	DNPH1	174	Homo sapiens	1:Experimental evidence at protein level	2'-deoxynucleoside 5'-phosphate N-hydrolase 1	1.0	0.9988	2	6	6	6	1	3	2	0	0	0	0	1	3	2	0	0	0	0	1	3	2	0	0	0	0	6801168.0	1.0615113E7	9493064.0	0.0	0.0	0.0	5272998.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O43615|TIM44_HUMAN	O43615	TIM44_HUMAN	TIMM44	452	Homo sapiens	1:Experimental evidence at protein level	Mitochondrial import inner membrane translocase subunit TIM44	1.0	0.9986	6	11	11	11	5	3	3	0	0	0	0	5	3	3	0	0	0	0	5	3	3	0	0	0	0	2.358015E7	1.6983528E7	1.9415908E7	0.0	0.0	0.0	0.0	1.7446046E7	8358460.0	9543229.0	0.0	0.0	0.0	0.0	
sp|O43670|ZN207_HUMAN	O43670	ZN207_HUMAN	ZNF207	478	Homo sapiens	1:Experimental evidence at protein level	BUB3-interacting and GLEBS motif-containing protein ZNF207	1.0	0.9986	2	3	3	3	1	1	1	0	0	0	0	1	1	1	0	0	0	0	1	1	1	0	0	0	0	1.82486E7	1.5465617E7	1.8944764E7	0.0	0.0	0.0	7272969.5	1.0902636E7	9234697.0	1.0200305E7	0.0	0.0	0.0	0.0	
sp|O43678|NDUA2_HUMAN	O43678	NDUA2_HUMAN	NDUFA2	99	Homo sapiens	1:Experimental evidence at protein level	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 2	0.6985	0.9928	1	1	1	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	2762422.8	2762425.2	3239460.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O43681|GET3_HUMAN	O43681	GET3_HUMAN	GET3	348	Homo sapiens	1:Experimental evidence at protein level	ATPase GET3	1.0	0.9988	2	8	8	8	3	3	2	0	0	0	0	3	3	2	0	0	0	0	3	3	2	0	0	0	0	9419304.0	2766789.2	2859952.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O43684|BUB3_HUMAN	O43684	BUB3_HUMAN	BUB3	328	Homo sapiens	1:Experimental evidence at protein level	Mitotic checkpoint protein BUB3	1.0	0.9983	5	9	9	9	4	1	4	0	0	0	0	4	1	4	0	0	0	0	4	1	4	0	0	0	0	8.381332E7	6.6890568E7	5.0188744E7	0.0	0.0	0.0	0.0	2.34668E7	2.4861564E7	2.7338686E7	0.0	0.0	0.0	0.0	
sp|O43707|ACTN4_HUMAN	O43707	ACTN4_HUMAN	ACTN4	911	Homo sapiens	1:Experimental evidence at protein level	Alpha-actinin-4	1.0	0.999	35	135	76	135	47	43	40	0	0	3	2	27	24	24	0	0	1	0	47	43	40	0	0	3	2	5.7335853E8	5.7368083E8	5.5709043E8	0.0	0.0	2.87097888E8	2.43601376E8	7.1183048E7	7.267596E7	7.3054096E7	0.0	0.0	8.1786544E7	7.3852568E7	
sp|O43747|AP1G1_HUMAN	O43747	AP1G1_HUMAN	AP1G1	822	Homo sapiens	1:Experimental evidence at protein level	AP-1 complex subunit gamma-1	1.0	0.9949	2	3	3	3	2	1	0	0	0	0	0	2	1	0	0	0	0	0	2	1	0	0	0	0	0	2.1131042E7	2646572.8	2935402.0	0.0	0.0	0.0	1.751571E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O43776|SYNC_HUMAN	O43776	SYNC_HUMAN	NARS1	548	Homo sapiens	1:Experimental evidence at protein level	Asparagine--tRNA ligase, cytoplasmic	1.0	0.999	11	41	41	41	12	13	14	0	0	2	0	12	13	14	0	0	2	0	12	13	14	0	0	2	0	1.3476752E8	1.24862992E8	1.35278896E8	0.0	0.0	5.6502428E7	4.6726816E7	2.8765994E7	2.8767074E7	2.9373162E7	0.0	0.0	2.4600442E7	2.5167896E7	
sp|O43809|CPSF5_HUMAN	O43809	CPSF5_HUMAN	NUDT21	227	Homo sapiens	1:Experimental evidence at protein level	Cleavage and polyadenylation specificity factor subunit 5	1.0	0.9975	4	10	10	10	4	3	3	0	0	0	0	4	3	3	0	0	0	0	4	3	3	0	0	0	0	1.291552E7	2.576207E7	2.6694784E7	0.0	0.0	0.0	4048557.0	0.0	1.188586E7	1.404551E7	0.0	0.0	0.0	0.0	
sp|O43813|LANC1_HUMAN	O43813	LANC1_HUMAN	LANCL1	399	Homo sapiens	1:Experimental evidence at protein level	Glutathione S-transferase LANCL1	1.0	0.9986	3	5	5	5	0	3	2	0	0	0	0	0	3	2	0	0	0	0	0	3	2	0	0	0	0	5099120.0	1.0308451E7	3876455.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O43818|U3IP2_HUMAN	O43818	U3IP2_HUMAN	RRP9	475	Homo sapiens	1:Experimental evidence at protein level	U3 small nucleolar RNA-interacting protein 2	0.9997	0.9913	2	2	2	2	2	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O43852|CALU_HUMAN	O43852	CALU_HUMAN	CALU	315	Homo sapiens	1:Experimental evidence at protein level	Calumenin	1.0	0.999	10	34	34	34	10	13	10	0	0	0	1	10	13	10	0	0	0	1	10	13	10	0	0	0	1	9.3016992E7	1.08616112E8	9.2839784E7	0.0	0.0	1.4950585E7	4.8149136E7	2.8632656E7	2.551846E7	2.7839288E7	0.0	0.0	0.0	2.3926854E7	
sp|O43865|SAHH2_HUMAN	O43865	SAHH2_HUMAN	AHCYL1	530	Homo sapiens	1:Experimental evidence at protein level	S-adenosylhomocysteine hydrolase-like protein 1	1.0	0.9989	3	3	0	7	2	1	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	1	0	8376758.5	2452683.5	1.8411166E7	0.0	0.0	0.0	0.0	7113661.0	0.0	1.4239518E7	0.0	0.0	0.0	0.0	sp|Q96HN2|SAHH3_HUMAN
sp|O60264|SMCA5_HUMAN	O60264	SMCA5_HUMAN	SMARCA5	1052	Homo sapiens	1:Experimental evidence at protein level	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 5	1.0	0.9989	10	20	16	20	7	6	7	0	0	0	0	5	5	6	0	0	0	0	7	6	7	0	0	0	0	3.383346E7	3.477138E7	2.1529548E7	0.0	0.0	0.0	0.0	7863416.5	7881850.5	7149037.5	0.0	0.0	0.0	0.0	
sp|O60493|SNX3_HUMAN	O60493	SNX3_HUMAN	SNX3	162	Homo sapiens	1:Experimental evidence at protein level	Sorting nexin-3	0.9999	0.9928	3	9	4	9	4	3	2	0	0	0	0	2	1	1	0	0	0	0	4	3	2	0	0	0	0	1.872338E7	2.0200544E7	1.9117388E7	0.0	0.0	0.0	2.29965E7	1.3444542E7	1.413363E7	1.4138141E7	0.0	0.0	0.0	0.0	
sp|O60506|HNRPQ_HUMAN	O60506	HNRPQ_HUMAN	SYNCRIP	623	Homo sapiens	1:Experimental evidence at protein level	Heterogeneous nuclear ribonucleoprotein Q	1.0	0.999	19	72	72	141	24	19	25	0	2	2	0	24	19	25	0	2	2	0	42	37	44	1	3	9	5	3.83270592E8	3.37557472E8	3.55962944E8	0.0	7.7520016E7	8.9536128E7	1.36287952E8	6.2577828E7	6.0885256E7	6.0739968E7	0.0	3.6118448E7	6.5714664E7	5.565378E7	
sp|O60568|PLOD3_HUMAN	O60568	PLOD3_HUMAN	PLOD3	738	Homo sapiens	1:Experimental evidence at protein level	Multifunctional procollagen lysine hydroxylase and glycosyltransferase LH3	1.0	0.9989	8	20	20	20	6	7	7	0	0	0	0	6	7	7	0	0	0	0	6	7	7	0	0	0	0	4.0847276E7	4.6292896E7	2.1206572E7	0.0	0.0	0.0	1.0308383E7	1.4064783E7	1.404803E7	1.242776E7	0.0	0.0	0.0	0.0	
sp|O60664|PLIN3_HUMAN	O60664	PLIN3_HUMAN	PLIN3	434	Homo sapiens	1:Experimental evidence at protein level	Perilipin-3	1.0	0.999	15	40	40	40	13	13	13	1	0	0	0	13	13	13	1	0	0	0	13	13	13	1	0	0	0	8.9777152E7	9.938028E7	1.0857324E8	0.0	0.0	5423129.0	9298001.0	1.9195504E7	1.986109E7	2.1241366E7	0.0	0.0	0.0	0.0	
sp|O60684|IMA7_HUMAN	O60684	IMA7_HUMAN	KPNA6	536	Homo sapiens	1:Experimental evidence at protein level	Importin subunit alpha-7	1.0	0.999	5	9	4	9	3	3	3	0	0	0	0	1	1	2	0	0	0	0	3	3	3	0	0	0	0	1.9438936E7	1.9185596E7	1.5431246E7	0.0	0.0	0.0	0.0	7625521.0	7599000.5	8089997.5	0.0	0.0	0.0	0.0	
sp|O60701|UGDH_HUMAN	O60701	UGDH_HUMAN	UGDH	494	Homo sapiens	1:Experimental evidence at protein level	UDP-glucose 6-dehydrogenase	1.0	0.9935	2	4	4	4	1	2	1	0	0	0	0	1	2	1	0	0	0	0	1	2	1	0	0	0	0	3892328.0	8259665.0	9871464.0	0.0	0.0	0.0	0.0	0.0	5263465.0	5864263.0	0.0	0.0	0.0	0.0	
sp|O60749|SNX2_HUMAN	O60749	SNX2_HUMAN	SNX2	519	Homo sapiens	1:Experimental evidence at protein level	Sorting nexin-2	1.0	0.9965	4	6	6	6	1	2	3	0	0	0	0	1	2	3	0	0	0	0	1	2	3	0	0	0	0	4645072.5	6913926.0	8721387.0	0.0	0.0	0.0	0.0	0.0	4421899.5	4772450.5	0.0	0.0	0.0	0.0	
sp|O60763|USO1_HUMAN	O60763	USO1_HUMAN	USO1	962	Homo sapiens	1:Experimental evidence at protein level	General vesicular transport factor p115	0.9999	0.9891	2	2	2	2	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0.0	2661170.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O60814|H2B1K_HUMAN	O60814	H2B1K_HUMAN	H2BC12	126	Homo sapiens	1:Experimental evidence at protein level	Histone H2B type 1-K	0.9999	0.999	5	36	0	332	7	6	6	4	4	4	5	0	0	0	0	0	0	0	69	62	61	39	36	31	34	8.9347373E8	9.176752E8	9.0433971E8	1.6422944E8	2.29317392E8	8.6155277E8	8.4936352E8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	sp|P57053|H2BFS_HUMAN, sp|P58876|H2B1D_HUMAN, sp|P62807|H2B1C_HUMAN, sp|Q5QNW6|H2B2F_HUMAN, sp|Q93079|H2B1H_HUMAN, sp|Q99877|H2B1N_HUMAN, sp|Q99879|H2B1M_HUMAN, sp|Q99880|H2B1L_HUMAN
sp|O60828|PQBP1_HUMAN	O60828	PQBP1_HUMAN	PQBP1	265	Homo sapiens	1:Experimental evidence at protein level	Polyglutamine-binding protein 1	0.8299	0.9966	1	3	3	3	1	1	1	0	0	0	0	1	1	1	0	0	0	0	1	1	1	0	0	0	0	0.0	4925699.0	4195352.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O60832|DKC1_HUMAN	O60832	DKC1_HUMAN	DKC1	514	Homo sapiens	1:Experimental evidence at protein level	H/ACA ribonucleoprotein complex subunit DKC1	1.0	0.999	9	20	20	20	7	8	5	0	0	0	0	7	8	5	0	0	0	0	7	8	5	0	0	0	0	4.7654548E7	4.197288E7	3.175857E7	0.0	0.0	0.0	3345288.2	9854482.0	9502695.0	9628728.0	0.0	0.0	0.0	0.0	
sp|O60841|IF2P_HUMAN	O60841	IF2P_HUMAN	EIF5B	1220	Homo sapiens	1:Experimental evidence at protein level	Eukaryotic translation initiation factor 5B	1.0	0.9983	9	17	17	17	8	5	4	0	0	0	0	8	5	4	0	0	0	0	8	5	4	0	0	0	0	3.55886E7	2.9568352E7	3.2649798E7	0.0	0.0	4293298.5	1.8684636E7	8918455.0	7639314.5	8650934.0	0.0	0.0	0.0	1.3008273E7	
sp|O60869|EDF1_HUMAN	O60869	EDF1_HUMAN	EDF1	148	Homo sapiens	1:Experimental evidence at protein level	Endothelial differentiation-related factor 1	1.0	0.9989	4	13	13	13	2	6	5	0	0	0	0	2	6	5	0	0	0	0	2	6	5	0	0	0	0	1.4426519E7	6.3589728E7	1.4464488E7	0.0	0.0	0.0	1.288627E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O60884|DNJA2_HUMAN	O60884	DNJA2_HUMAN	DNAJA2	412	Homo sapiens	1:Experimental evidence at protein level	DnaJ homolog subfamily A member 2	0.9998	0.992	2	4	4	4	3	1	0	0	0	0	0	3	1	0	0	0	0	0	3	1	0	0	0	0	0	9549137.0	9119475.0	1.0190065E7	0.0	0.0	0.0	1.1456168E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O60888|CUTA_HUMAN	O60888	CUTA_HUMAN	CUTA	179	Homo sapiens	1:Experimental evidence at protein level	Protein CutA	0.9185	0.9985	1	7	7	7	1	2	2	0	0	1	1	1	2	2	0	0	1	1	1	2	2	0	0	1	1	2.4817522E7	3.4694428E7	3.1188844E7	0.0	0.0	2.6069758E7	1.9248646E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O60925|PFD1_HUMAN	O60925	PFD1_HUMAN	PFDN1	122	Homo sapiens	1:Experimental evidence at protein level	Prefoldin subunit 1	0.93	0.9987	1	4	4	4	1	1	2	0	0	0	0	1	1	2	0	0	0	0	1	1	2	0	0	0	0	4930456.0	4131809.2	3935308.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O75083|WDR1_HUMAN	O75083	WDR1_HUMAN	WDR1	606	Homo sapiens	1:Experimental evidence at protein level	WD repeat-containing protein 1	1.0	0.9964	4	11	11	11	4	4	3	0	0	0	0	4	4	3	0	0	0	0	4	4	3	0	0	0	0	1.041574E7	9549897.0	1.0235691E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
